title,excerpt,start_date,views,answers,votes,url
Unity Detect Compute shader completion,"
            Since I haven't found much info elsewhere about compute shaders I'll ask here.

How can I detect/see if a compute shader has finished it's work? 
Or is it assumed that the main thread waits for the ...
        ",2016-03-28 10:34:27Z,137,0,3,https://stackoverflow.com/questions/36260528/unity-detect-compute-shader-completion
Adding a Sprite Renderer,"
            When I add a Sprite Renderer component in my gameobject, I get this error:
I want to have a Mesh Filter and ""attach"" a sprite on the GameObject in question.
How can I do this?
        ",2016-03-19 22:30:35Z,123,1,3,https://stackoverflow.com/questions/36108004/adding-a-sprite-renderer
Shift/offset texture used in material on GameObject?,"
            I have a GameObject sphere in my program that represents the Earth.

So I apply a material to it like so:
Using data and a positioning script, I position markers on the globe that represent locations ...
        ",2016-03-18 15:57:04Z,125,2,3,https://stackoverflow.com/questions/36088906/shift-offset-texture-used-in-material-on-gameobject
Unity3D Vectrosity 3.0 Line between GameObject and UI item,"
            I'm using Vectrosity to draw a line between my 3D GameObject and a UI element. However, I'm struggling to convert the RectTransform position data so I can pass it to the drawline function.

I've been ...
        ",2016-03-11 10:43:28Z,831,0,3,https://stackoverflow.com/questions/35938122/unity3d-vectrosity-3-0-line-between-gameobject-and-ui-item
Heyzap AdColony orientation issue on app going Foreground state,"
            I'm writing game in Unity3D v5.3.3. The orientation of my game is set only portrait and I'm using Heyzap SDK for ads mediation. I have displaying video ads from Vungle, UnityADS, Heyzap and AdColony ...
        ",2016-03-10 14:01:00Z,403,0,3,https://stackoverflow.com/questions/35918601/heyzap-adcolony-orientation-issue-on-app-going-foreground-state
How to Configure Heroku to host files using gzip compression,"
            I am trying to deploy a node.js app on heroku ,
which is serving unity webGL exported game to clients.
After Unity3d 5+ release , WebGL exports by Unity uses gzip compression by default .

Well , 
  ...
        ",2016-03-09 21:25:38Z,600,0,3,https://stackoverflow.com/questions/35902943/how-to-configure-heroku-to-host-files-using-gzip-compression
How can I change position of instantiate objects (clones)?,"
            I created a series of sphere clones in my game. After that I adapted the scale so that they appear smaller. However, now there is a gap between these spheres ... and I would have to change the ...
        ",2016-03-09 14:49:35Z,306,2,3,https://stackoverflow.com/questions/35894846/how-can-i-change-position-of-instantiate-objects-clones
libiPhone-lib.a is too big after Unity build to xcode(size is about 1.1G!),"
            My unity version is 5.3.2p4 personal.I create an empty project and build with IL2CPP to xcode,there is a big file named libiPhone-lib.a. Even my project is empty,this file also is 1.1G!  If I build ...
        ",2016-03-08 02:57:44Z,"1,970",1,3,https://stackoverflow.com/questions/35858094/libiphone-lib-a-is-too-big-after-unity-build-to-xcodesize-is-about-1-1g
Failed to read past end of stream,"
            So I'm trying to send some data over the network using UDP in Unity 5.3. Because the packages might be too big to be send at once, I tried to split them into smaller ones. (note: These packages get ...
        ",2016-02-18 22:54:11Z,"1,292",1,3,https://stackoverflow.com/questions/35494122/failed-to-read-past-end-of-stream
How to fix 'LOD code supposed to be unreachable' error,"
            I'm working on a project in Unity and while in the middle of placing trees, the following errors pop up in the console log:
  LOD code supposed to be unreachable.
The text underneath says:
  ...
        ",2016-02-18 21:11:36Z,496,1,3,https://stackoverflow.com/questions/35492497/how-to-fix-lod-code-supposed-to-be-unreachable-error
Unity-based Android game screen cut diagonally in half under Lollipop (but not under Jelly Bean),"
            The screen in my Android phone is cut in half diagonally.
(Click image to enlarge)

I'm using Unity 3D game engine. After building it and installing it in my phone which is running Android Lollipop, ...
        ",2016-02-11 04:19:26Z,361,1,3,https://stackoverflow.com/questions/35333706/unity-based-android-game-screen-cut-diagonally-in-half-under-lollipop-but-not-u
Rendering SurfaceTexture to Unity Texture2D,"
            I came up with simillar questions earlier, but they weren't good clarified and right now I would like to take an advice what's wrong I'm doing in my code.

So what I'm trying to do is rendering ...
        ",2016-02-05 15:02:20Z,"1,574",1,3,https://stackoverflow.com/questions/35227222/rendering-surfacetexture-to-unity-texture2d
How can I change the android:windowBackground?,"
            So I'm trying to use a custom theme for my android app made with unity, the idea is to change the color (or even add an image) while the app is loading (before unity logo) since some lower-end devices ...
        ",2016-01-20 15:17:56Z,423,3,3,https://stackoverflow.com/questions/34903810/how-can-i-change-the-androidwindowbackground
I got error in android app: Unable to acquire context: EGL_BAD_NATIVE_WINDOW: A NativeWindowType argument does not refer to a valid native window,"
            I build unity3d and run it inside native android app. When I open native android dialog got error:
Unable to acquire context: EGL_BAD_NATIVE_WINDOW: A NativeWindowType argument does not refer to a ...
        ",2016-01-19 10:10:47Z,508,0,3,https://stackoverflow.com/questions/34873950/i-got-error-in-android-app-unable-to-acquire-context-egl-bad-native-window-a
Calculating unique ID number from a set of bitmasked tiles,"
            I'm writing a match3-style game where the player needs to match tiles with three or more of the same type and I'm thinking what is the best method to recognize the shapes without writing a monstrosity ...
        ",2016-01-18 11:01:50Z,176,0,3,https://stackoverflow.com/questions/34853103/calculating-unique-id-number-from-a-set-of-bitmasked-tiles
Unity 2D Jump Animation C#,"
            I'm currently activating a trigger parameter to cycle the jump animation using:

isGrounded is my 'is player grounded bool', which I'm using to determine wether or not my player is allowed to jump. I'...
        ",2016-01-16 15:03:20Z,673,3,3,https://stackoverflow.com/questions/34828427/unity-2d-jump-animation-c-sharp
Shaders miss after install new version Unity3d,"
            I install new version of Unity3d (5.3.1p2) and all objects became pink (all materials has Standard shader).Pink color of shaders in inspector
Get error in console:
GpuProgram creation error: shader ...
        ",2016-01-11 06:26:12Z,"1,321",0,3,https://stackoverflow.com/questions/34715365/shaders-miss-after-install-new-version-unity3d
Kinect and Unity3D : Mapping Kinect Joints with 3D model,"
            I'm starting to learn and develop a Unity3D app with Kinect. I have troubles with mapping Joints from Kinect sensor into a 3D object or character. I received Joints data from BodySourceView.cs sample ...
        ",2016-01-09 19:44:11Z,963,1,3,https://stackoverflow.com/questions/34698099/kinect-and-unity3d-mapping-kinect-joints-with-3d-model
Unity3d sort of 2D array in Inspector,"
            I have an object which has for example 5 meshes where I would like to change the color in runtime. But every mesh has different colors to change. For example mesh 1 can be changed to blue, red and ...
        ",2016-01-08 15:32:37Z,681,1,3,https://stackoverflow.com/questions/34680566/unity3d-sort-of-2d-array-in-inspector
"Screenshot not created | Unity3d, Android","
            I am trying to create a screenshot feature for my Android-Game in Unity.I got this from code from various sources that and it should work, however I can't find the picture in the file-browser or the ...
        ",2016-01-07 12:46:21Z,521,1,3,https://stackoverflow.com/questions/34655507/screenshot-not-created-unity3d-android
Unity Score does not increase,"
            public static int score;        // The player's score.
Text text;                      // Reference to the Text component.
void Awake ()
{
    // Set up the reference.
    text = GetComponent <Text&...
        ",2015-12-19 16:49:16Z,199,1,3,https://stackoverflow.com/questions/34373062/unity-score-does-not-increase
Facebook Deffered Deep Linking with FB Unity3D SDK setup,"
            so i made a game using Unity 5.2 with integrating FB SDK with it

i already made the app page, and already done integrating it on my android/iOS app, everything done quite well

now i want to use ...
        ",2015-12-18 05:34:25Z,599,1,3,https://stackoverflow.com/questions/34349097/facebook-deffered-deep-linking-with-fb-unity3d-sdk-setup
"Unity3d, Parse.com throw exception, (System.AggregateException)","
            so i'm trying to use parse.com in my unity project, it was all working fine until i added a new column in my user database. It throw exception every time i tried to access my currentUser. 

In the ...
        ",2015-12-17 07:54:35Z,208,0,3,https://stackoverflow.com/questions/34329331/unity3d-parse-com-throw-exception-system-aggregateexception
Can I totally skip a pass of a ShaderLab shader?,"
            I want to totally skip a pass of a shader depending on a Property of the inspector in Unity, such as this: (Keep in mind this won't compile)

Shader ""Name""
{
Properties
{
    [Toggle(STUFF_ON)] ...
        ",2015-12-16 15:25:26Z,436,1,3,https://stackoverflow.com/questions/34315836/can-i-totally-skip-a-pass-of-a-shaderlab-shader
"In delegate function, add the same listener event, why the same listener be called Immediately?","
            I'm a Chinese developers, English is not very good, please predecessors read it for editing, thanks in advance. 
In Unity, i write one script to listener an Event and in delegate function, i add ...
        ",2015-12-15 06:05:14Z,110,0,3,https://stackoverflow.com/questions/34282160/in-delegate-function-add-the-same-listener-event-why-the-same-listener-be-call
Networking rotation sync,"
            My Unity version is 5.2.3f1, I m trying to sync the rotation of a child gameobject, in local works perfectly fine but it doesnt show up in other clients. I tried everything I could find and nothing.

...
        ",2015-12-13 19:44:57Z,629,0,3,https://stackoverflow.com/questions/34255495/networking-rotation-sync
Unity3d Xcode Mprotect remapping failed error. What it is and how to fix?,"
            I'm stumped with an error I found and from my searches, only a few have also received it a long time ago and I'm not quite sure if / how a solution was achieved.

The error I'm getting in xcode is

...
        ",2015-12-10 22:34:54Z,109,0,3,https://stackoverflow.com/questions/34212974/unity3d-xcode-mprotect-remapping-failed-error-what-it-is-and-how-to-fix
Feasibilty/efficieny of using 3D models for a 2D game,"
            I've been using Unity3D for a while now and I've also had experience coding 2D games using LibGdx. 

In the past, I used to get my sprites off the net or make my own however that wasn't really the ...
        ",2015-12-10 10:00:55Z,380,1,3,https://stackoverflow.com/questions/34198787/feasibilty-efficieny-of-using-3d-models-for-a-2d-game
Using GraphicsMagick in Unity3D,"
            I'm looking for an alternative to using the System.Drawing in Unity3D, since apparently Unity doesn't support it. I'd like to simply draw some lines on a texture. But I want options such as line width ...
        ",2015-12-03 13:27:46Z,99,0,3,https://stackoverflow.com/questions/34067289/using-graphicsmagick-in-unity3d
Best way to create different zones in Unity?,"
            this is my demo lvl, made in blender:
think of it as two prallel walls,, the player can walk ""through"" them, exiting and entering the tunnel at any point

what i want is, to have a flag on the player,...
        ",2015-12-02 19:03:43Z,421,1,3,https://stackoverflow.com/questions/34050883/best-way-to-create-different-zones-in-unity
Unity “You are currently offline” error,"
            Here is the exact error I get while using Unity:
Everyone has said to disable your VPN/firewall/security. I've done all of this, and even re-downloaded, but I'm still not able to use Unity online; I'...
        ",2015-11-27 22:23:34Z,287,0,3,https://stackoverflow.com/questions/33965483/unity-you-are-currently-offline-error
how to use the touchpad gearVR,"
            I try to code a script to change the skybox when someone touch the touch pad (of the samsung gear VR). I make some research about the touchpad input, and I found that it's supposed to work like a ...
        ",2015-11-26 08:19:25Z,336,1,3,https://stackoverflow.com/questions/33933578/how-to-use-the-touchpad-gearvr
How to store Game state in to the database and load it using php and c# script,"
            I have to find a way to Save and Load Game state from Database using c# script and php. So far I'm able to store the player location to my local registry but saving it remotely is the problem. Does ...
        ",2015-11-23 00:51:34Z,175,2,3,https://stackoverflow.com/questions/33862174/how-to-store-game-state-in-to-the-database-and-load-it-using-php-and-c-sharp-scr
Reading YUV data with Unity and Tango,"
            I am trying to read YUV data from the Tango camera in order to do some image analysis processing that unfortunately cannot be done using shaders. I manage to render the image but not to read the raw ...
        ",2015-11-20 04:32:55Z,495,0,3,https://stackoverflow.com/questions/33819045/reading-yuv-data-with-unity-and-tango
Can't cast inherited class field which is a derived class,"
            Before I explain my problem, keep in mind that I went for an architecture like this because this is going to be used in an inventory system under Unity, so I had to separate the Item which is a ...
        ",2015-11-19 09:17:22Z,83,3,3,https://stackoverflow.com/questions/33799599/cant-cast-inherited-class-field-which-is-a-derived-class
Unity3d. Android. Prevent application switching,"
            Is there any way to prevent an android application from switching out?

I want to make an application for children, where you cannot switch to other applications, anyhow.
        ",2015-11-10 09:39:13Z,185,1,3,https://stackoverflow.com/questions/33626908/unity3d-android-prevent-application-switching
How to apply a postprocess effect to a UI element,"
            I have a post-process effect that uses Unity's Graphics.Blit to pixelate or apply a crt-screen effect to a scene. There are some UI elements that display after the fact (basically making it not a true ...
        ",2015-11-09 15:11:16Z,471,0,3,https://stackoverflow.com/questions/33612154/how-to-apply-a-postprocess-effect-to-a-ui-element
SyncVar without NetworkServer.Spawn,"
            I have a somewhat complex tree of objects that is generated and configured at runtime. Since the information required to do this is available to both the server and the client, I would like to have ...
        ",2015-11-09 08:07:13Z,466,1,3,https://stackoverflow.com/questions/33604799/syncvar-without-networkserver-spawn
Unity Project crashes on start in iOS 9.1,"
            I have a bunch of apps I've made already installed on my iPad Air 1 & 2 and all of them work fine. However, I recently upgraded to iOS 9.1 and now the app crashes when my splash screen appears. 

...
        ",2015-11-04 11:05:35Z,401,0,3,https://stackoverflow.com/questions/33520211/unity-project-crashes-on-start-in-ios-9-1
Cannot add Visual C++ Runtime Package reference to Windows Phone project in Visual Studio,"
            After exporting a Unity project to Windows Phone, I am missing a reference in Visual Studio. The reference is Microsoft Visual C++ 2013 Runtime Package for Windows.
The files and dlls exist where ...
        ",2015-11-04 08:51:59Z,539,1,3,https://stackoverflow.com/questions/33517392/cannot-add-visual-c-runtime-package-reference-to-windows-phone-project-in-visu
How to write a custom shader in Unity 3D that lights up a specific pixel or group of pixel?,"
            I'm making a FPS game in Unity, and I want the environment to light up as the player is shooting on his environment.
So say I have a tree. First it would be entirely black or greyish, but if I shoot ...
        ",2015-11-03 15:04:11Z,165,0,3,https://stackoverflow.com/questions/33502370/how-to-write-a-custom-shader-in-unity-3d-that-lights-up-a-specific-pixel-or-grou
Custom .plist file not added to ios project,"
            I'm storing materials paths in .plist in Unity and rendering them in my objects at runtime. Code looks like this:

public static Dictionary<string, object> uiElements = (Dictionary<string, ...
        ",2015-10-29 07:53:42Z,469,1,3,https://stackoverflow.com/questions/33408638/custom-plist-file-not-added-to-ios-project
Integrating Unity project into Cordova with mgcrea plugin,"
            I have an Unity 3D project made for Android and I'm trying to port it in IOS. I created a similar project with Apache Cordova but without 3D graphic, and now I found a plugin for Cordova that promise ...
        ",2015-09-22 14:40:59Z,"1,006",0,3,https://stackoverflow.com/questions/32719891/integrating-unity-project-into-cordova-with-mgcrea-plugin
I can't login to facebook using an app developed in unity with facebook SDK,"
            I make an android game and I integrated it with Facebook, and it was working fine until I received this notification on my Facebook developer page:

This account has enhanced targeting data set to off....
        ",2015-09-17 23:59:34Z,521,0,3,https://stackoverflow.com/questions/32641805/i-cant-login-to-facebook-using-an-app-developed-in-unity-with-facebook-sdk
What could be causing this error on console even if I am not in playmode?,"
            TLS Allocator ALLOC_TEMP_THREAD, underlying allocator ALLOC_TEMP_THREAD has unfreed allocations
This error keeps appearing in my console after few seconds, even if I clear the console. My scene ...
        ",2015-09-17 09:11:23Z,"1,149",0,3,https://stackoverflow.com/questions/32626559/what-could-be-causing-this-error-on-console-even-if-i-am-not-in-playmode
Unity game fails to compile in Xcode: clang: error: no such file or directory:il2cpp_output/Bulk_Assembly-CSharp-firstpass_0.cpp,"
            I am trying to build my iOS Unity game at Xcode (Unity -> Build and Run). Unity completes building, but on Xcode, it fails when compiling:

clang: error: no such file or directory: '/Users/Can/...
        ",2015-09-08 00:58:32Z,569,0,3,https://stackoverflow.com/questions/32447761/unity-game-fails-to-compile-in-xcode-clang-error-no-such-file-or-directoryil
"Unity 5.1.2 - previously could, but now unable to build to iOS","
            I am creating a game using Unity 5.1.2.

Till last week I was able to build to iOS. But now suddenly, am getting lot of il2cpp related errors due to which I cannot build anymore.

Have tried opening ...
        ",2015-09-07 11:27:13Z,351,0,3,https://stackoverflow.com/questions/32437569/unity-5-1-2-previously-could-but-now-unable-to-build-to-ios
HLSL Render To Texture / Stream Output,"
            I am trying to implement an HLSL Shader in Unity 5 which displaces the vertices of a sphere.

What I'm trying to work out is how do I effectively pass information from one frame to the next so that I ...
        ",2015-09-01 23:41:03Z,471,0,3,https://stackoverflow.com/questions/32342505/hlsl-render-to-texture-stream-output
C# Algorithm for converting Visual LTR to Logic RTL,"
            Iam working on a project in Unity3d, using C# scripting, with strings that are written in Hebrew and English.
The problem with Unity3d is that RTL languages (like Hebrew) are not supported when ...
        ",2015-08-30 14:38:45Z,489,1,3,https://stackoverflow.com/questions/32297691/c-sharp-algorithm-for-converting-visual-ltr-to-logic-rtl
how to create dynamic sidebar ( menu ) for unity app,"
            I want to create a sidebar (like nav drawer in android) for my AR Unity app, when I touch left border of screen and drag to right, a sidebar should appear with a list of buttons such as (settings, ...
        ",2015-08-25 10:44:14Z,933,1,3,https://stackoverflow.com/questions/32201906/how-to-create-dynamic-sidebar-menu-for-unity-app
How to change the color of pixels in a Unity Animation at run-time?,"
            I'm working on a project in Unity where we have 2D animations. These animations are of space ships where a portion of the ship is purposely colored white. 

At run-time we want to be able to change ...
        ",2015-08-24 21:44:29Z,787,0,3,https://stackoverflow.com/questions/32192240/how-to-change-the-color-of-pixels-in-a-unity-animation-at-run-time
Unity Silhouette Shader,"
            Does anybody know of a free Unity/ShaderLAB that is just the default sprite shader but when you walk behind something and can no longer see the player, or just a part of it, it displays a completely ...
        ",2015-08-23 00:15:43Z,"1,717",1,3,https://stackoverflow.com/questions/32161998/unity-silhouette-shader
How to Hold position on cylinder/pendulum using unity3d,"
            I'm new on Unity and trying to create a cylinder moving as a rigid pendulum. I use a hinge joint in top of cylinder and a motor to ad force. 

How do I get the cylinder to hold position and not fall ...
        ",2015-08-13 07:30:14Z,331,1,3,https://stackoverflow.com/questions/31982109/how-to-hold-position-on-cylinder-pendulum-using-unity3d
Runtime Normal Map Import in Unity 5,"
            For my project, I need to create materials at run time. When I create material, Normal map has no effect. I tried the two solutions about this but they did not work for me. Is something has changed ...
        ",2015-07-27 19:13:30Z,"1,684",1,3,https://stackoverflow.com/questions/31661389/runtime-normal-map-import-in-unity-5
OnCollisionEnter2D fails to send information,"
            I am testing OnCollisonEnter2D and it doesn't seem to want to work for me.
I have box collider 2d and rigidbody2d's on both of my game objects and again, it fails to send a message to the console.

...
        ",2015-07-26 23:40:07Z,163,4,3,https://stackoverflow.com/questions/31643086/oncollisionenter2d-fails-to-send-information
How can I remove a library from the aar using gradle?,"
            I'm currently building an android plugin for Unity. Because of that I need to include unity's classes.jar, which provides me with some methods in the com.unity3d.player package. 

However when i do ./...
        ",2015-07-23 00:11:22Z,"1,246",1,3,https://stackoverflow.com/questions/31577675/how-can-i-remove-a-library-from-the-aar-using-gradle
How do I prevent my Game from accessing Microphone?,"
            For some reason, my Unity game asks for use of Microphone at start up. 

Where in Xcode (or Unity) can I disable that request of accessing the microphone?
        ",2015-07-16 19:10:50Z,102,1,3,https://stackoverflow.com/questions/31462590/how-do-i-prevent-my-game-from-accessing-microphone
Persist Google Cardboard forward direction across scene loads in Unity3D 4.6.7?,"
            I'm having trouble trying to maintain what Google Cardboard considers forward for the device after a scene load.  Although I can't find any obvious call to this in the SDK c# code, it appears that the ...
        ",2015-07-14 00:52:21Z,421,2,3,https://stackoverflow.com/questions/31395888/persist-google-cardboard-forward-direction-across-scene-loads-in-unity3d-4-6-7
Procedural terrain generation not copying splatmaps,"
            I'm developing a game that is using procedural terrain generation based on chunks using Unity. My terrain has to be splatmapped in runtime, so I've developed an algorithm to do that.

I use ""chunk"" ...
        ",2015-07-09 13:06:30Z,416,0,3,https://stackoverflow.com/questions/31318421/procedural-terrain-generation-not-copying-splatmaps
Unity3D AssetBundle prefab with missing material,"
            I have a project where I'm building an AssetBundle and loading a prefab from said assetbundle. This prefab consists of an empty, with a single child object that contains a mesh, meshfilter, collider ...
        ",2015-06-21 22:58:50Z,664,0,3,https://stackoverflow.com/questions/30970168/unity3d-assetbundle-prefab-with-missing-material
Material theme elements missing when building Unity3d project,"
            I have a project that has a combination of native Android activities as well as a UnityPlayer.

The project is setup such that I can do my Android UI work in Android Studio, build the project as a ...
        ",2015-06-16 19:05:37Z,311,0,3,https://stackoverflow.com/questions/30876092/material-theme-elements-missing-when-building-unity3d-project
unity custom shader not receiving Shadow,"
            Shader ""Custom/1_displayImageOnSlide"" {
    Properties {
        _MainTex (""Texture"", 2D) = ""white"" {}
        _CutoffX(""CutoffX"", Range(0.0,1.0)) = 1
        _CutoffY(""CutoffY"", Range(0.0,1.0)) = 1
  ...
        ",2015-06-10 05:57:59Z,840,0,3,https://stackoverflow.com/questions/30748180/unity-custom-shader-not-receiving-shadow
Can't assign ScriptableObject in inspector,"
            I'm having trouble with assigning ScriptableObjects in inspector.

For example, I have this class:

using UnityEngine;

public class Buff : ScriptableObject {
    public string buffName;
}
In one of ...
        ",2015-06-03 09:37:36Z,"1,171",1,3,https://stackoverflow.com/questions/30616276/cant-assign-scriptableobject-in-inspector
Unity Camera panning when zoomed in/out,"
            I have this method which pans the camera forward/back and left/right. I am not sure why, but what is causing the camera to move nice when zoomed in close to the terrain but move really slow when ...
        ",2015-06-02 21:24:53Z,772,1,3,https://stackoverflow.com/questions/30606892/unity-camera-panning-when-zoomed-in-out
Moving forward and backward in Street View API,"
            I'm integrating the Google Street View API in Unity for a VR project and I would like to know if it's possible to find the next longitude and latitude if we move on the street.

If you are using ...
        ",2015-06-02 10:51:59Z,431,0,3,https://stackoverflow.com/questions/30594009/moving-forward-and-backward-in-street-view-api
"In Unity 5.0, the audio for android have lag, any way to reduce the lag?","
            In my game, I need to have shoot, hit, blast sound effect, and they are all less than 1 seconds. However, when the sound plays, it have lag on some specific devices.

HTC One M8: 0.4s lag 
Samsung ...
        ",2015-05-29 12:51:12Z,"1,722",1,3,https://stackoverflow.com/questions/30530120/in-unity-5-0-the-audio-for-android-have-lag-any-way-to-reduce-the-lag
Unity3d Undo is a EditorWindow [for bools and strings],"
            Here is my code,

 CoreGlobal.OnMobile = EditorGUILayout.Toggle(""Mobile Build"", CoreGlobal.OnMobile);

         if (Selection.activeGameObject && Selection.activeGameObject.tag == ""CBC"")
      ...
        ",2015-05-28 17:20:35Z,436,1,3,https://stackoverflow.com/questions/30513139/unity3d-undo-is-a-editorwindow-for-bools-and-strings
how to enable and disable mouse dragging to avoid collison in unity 3d using c#,"
            I have walls that block player movement in the scene. I want to drag the player when the path is free and disable when the player hits the wall. I can enable and disable with mouseButtonDown(). This ...
        ",2015-05-28 14:53:48Z,"1,138",2,3,https://stackoverflow.com/questions/30510050/how-to-enable-and-disable-mouse-dragging-to-avoid-collison-in-unity-3d-using-c-s
SQLite In Unity Error,"
            Hi I am trying to insert a SQLite database on my application but when i try and call values from it i am recieving this error

DllNotFoundException: sqlite3
Mono.Data.Sqlite.SQLite3.Open (System....
        ",2015-05-11 11:10:27Z,"1,139",1,3,https://stackoverflow.com/questions/30166155/sqlite-in-unity-error
Unity 5 crashes under Mac OSX Yosemite,"
            Did someone have this problem for Mac OSX Yosemite. Project size is over 250Mb after build.

Computer params: MacBook 13 i7 CPU, 16Gb RAM, 1,5GB GPU

EDIT: The full crash log from Mac OSX

Screenshot ...
        ",2015-05-09 21:09:33Z,"1,084",0,3,https://stackoverflow.com/questions/30145042/unity-5-crashes-under-mac-osx-yosemite
"unity3d, multiple render targets - different behavior in Direct3D/OpenGl","
            I'm writing shader for unity3d. The shader uses multiple render targets to render post processing effect.

However, I've run into interesting issue.

When Unity3d runs in direct3d mode, by default all ...
        ",2015-05-09 15:41:08Z,750,1,3,https://stackoverflow.com/questions/30141899/unity3d-multiple-render-targets-different-behavior-in-direct3d-opengl
Unity3d Click and drag Gizmos,"
            I have a bunch of gizmos in the editor, is there a way for me to get the position of a gizmo when it is clicked on?

I have looked at Furr2d, and they have clickable gizmos, but I couldn't find how it ...
        ",2015-05-05 18:08:47Z,822,1,3,https://stackoverflow.com/questions/30060221/unity3d-click-and-drag-gizmos
Unity 3D. Child object is not changed,"
            I'm java programmer and I'm new with Unity. I'm writing a grid that lays on a Plane object. The aim is to separate grid-based logic from Unity 3D coordinate system. Actually the game speaks in terms ...
        ",2015-05-05 14:10:47Z,654,2,3,https://stackoverflow.com/questions/30055399/unity-3d-child-object-is-not-changed
Android App crashes on Unity Splash Screen,"
            So, I know this is a repeated question but mine doesn't seem to match any of them.

I use Unity 5.0.1 which crashes the same as 4.6 that I had before. 
My app runs sample applications but only when I ...
        ",2015-04-28 07:12:50Z,"1,426",1,3,https://stackoverflow.com/questions/29912671/android-app-crashes-on-unity-splash-screen
“Cannot include control characters in a HTTP header” using Parse,"
            I've implemented a login manager in my game using Parse, and everything worked well.  

So I've added an online leaderboard, but now each time Unity executes a method like this:

void ...
        ",2015-04-27 19:24:06Z,131,0,3,https://stackoverflow.com/questions/29904256/cannot-include-control-characters-in-a-http-header-using-parse
ISerializationCallbackReceiver Interface and Serialization in Unity,"
            My problem started when I began using the ISerializationCallbackReciever to create a Serializable Dictionary in Unity, It worked fine for most of my classes but when I nested 2 Serializable ...
        ",2015-04-27 07:04:00Z,996,0,3,https://stackoverflow.com/questions/29889230/iserializationcallbackreceiver-interface-and-serialization-in-unity
Compare tags in UnityScript,"
            We are building a 3D game and right now I am stuck on an issue where I need to compare multiple tags to activate or deactivate a trigger that sends the player back to the respawn position.

This is ...
        ",2015-04-24 10:02:23Z,177,1,3,https://stackoverflow.com/questions/29844559/compare-tags-in-unityscript
Non full screen keyboard in Unity 3D,"
            I've seen games all around for android that allows you to type in-game. In landscape mode, the android keyboard would come up and take approximately only half of the screen.

On unity, this is not the ...
        ",2015-04-08 05:05:10Z,608,1,3,https://stackoverflow.com/questions/29506354/non-full-screen-keyboard-in-unity-3d
Issue with Android library Plugin .js files in res/raw after upgrading to Unity 5,"
            I am using an Android Unity plugin for a library which followed the prior Unity 5 suggested structure and it was working perfectly. The package was placing the necessary files under Assets/Plugins/...
        ",2015-04-06 15:42:54Z,607,1,3,https://stackoverflow.com/questions/29474516/issue-with-android-library-plugin-js-files-in-res-raw-after-upgrading-to-unity
Good Unity game dev course for experienced C# developers? [closed],"
            Hopefully not asking a million times already, but does anyone have recommendation for a Unity course aimed at experienced (C#) developers?
        ",2015-04-06 05:35:18Z,59,0,3,https://stackoverflow.com/questions/29465874/good-unity-game-dev-course-for-experienced-c-sharp-developers
Unity AndroidJavaClass.CallStatic<Enum> on Android plugin. Is this possible?,"
            I'm trying to make an old Flurry plugin to work with the new Flurry Android SDK.
I'm trying to call this ""logEvent"" on Flurry .jar file

static FlurryEventRecordStatus logEvent (String eventId)
The ...
        ",2015-03-21 20:44:31Z,343,1,3,https://stackoverflow.com/questions/29187849/unity-androidjavaclass-callstaticenum-on-android-plugin-is-this-possible
Set Unity3D AnimationClip Property Without Resetting the Animator,"
            I'm trying to drive the animation of a Unity3D Mecanim rig based on live data from a Leap Motion Controller. I have 2 layers masking out everything but the hands in a Mecamim Human rig, on top of a ...
        ",2015-03-16 18:43:50Z,608,1,3,https://stackoverflow.com/questions/29084588/set-unity3d-animationclip-property-without-resetting-the-animator
Anyone Managed to Display a Facebook Like Button in a Unity Facebook Canvas App?,"
            Has anyone had any luck displaying a Facebook Like button in their Unity based Facebook App? The current Facebook SDK for Unity (6.2.1) doesn't have any support for a Like button which is really ...
        ",2015-03-15 19:19:01Z,559,0,3,https://stackoverflow.com/questions/29065072/anyone-managed-to-display-a-facebook-like-button-in-a-unity-facebook-canvas-app
"Disabling GameObjects in a scene reduces build size in Unity, how?","
            I know I am probably going to be called ""troll"", but did you know that disabling GameObjects in a scene in Unity reduces build size in Unity?

We have discovered this accidentally while developing our ...
        ",2015-03-02 10:54:39Z,770,0,3,https://stackoverflow.com/questions/28808021/disabling-gameobjects-in-a-scene-reduces-build-size-in-unity-how
How to reuse shaders decompiled from disunity?,"
            I'm doing research on programmatically recreating golden cards from Hearthstone. I extracted some of the shaders Blizzard used to draw those cards using a tool called disunity, but it's in assembly, ...
        ",2015-02-28 12:00:04Z,733,0,3,https://stackoverflow.com/questions/28781448/how-to-reuse-shaders-decompiled-from-disunity
named pipe client won't work in unity3d,"
            I wrote this C# code to have  namedPipeServer and NamedPipeClient, with Asynchronous read and write settings, connect to each other.  Both code runs perfectly on visual studio 2010 that I am using ...
        ",2014-12-20 17:58:29Z,"1,337",0,3,https://stackoverflow.com/questions/27582846/named-pipe-client-wont-work-in-unity3d
Runtime Width of a layout element inside an Auto Layout Group in Unity 4.6,"
            I try to get the width of an element inside a VerticalLayoutGroup

var width = (element.transform as RectTransform).rect.width;
but I get back 0 since the RectTransform is being driven by the Auto ...
        ",2014-12-18 20:31:40Z,475,0,3,https://stackoverflow.com/questions/27555182/runtime-width-of-a-layout-element-inside-an-auto-layout-group-in-unity-4-6
