title,excerpt,start_date,votes,status,url
Editor: set icon for standalone player builds,A simple set of options in the Player settings to set the game's icon (on Mac and Windows... even iPhone) would go a long way to imp... ,"Apr 15, 2009",44,Completed,https://feedback.unity3d.com/suggestions/editor-set-icon-for-standalone-
Networking: Various,"* Be able to use networkview.SetScope(player, boolean); on rpcs. (Currently its only working for synchronisation)

* Be able to assi... ","Apr 15, 2009",44,,https://feedback.unity3d.com/suggestions/networking-various
Webhook for commit notifications,"It would be great if we could have a Webhook for new commits that includes the user's name, commit message, and a link to the Collab... ","Jul 06, 2017",43,,https://feedback.unity3d.com/suggestions/webhook-for-commit-notifications
Add the scriptname to Missing (Mono Script),"When you refactor/rename scripts in your code editor, unity can lose track of the scripts attached to your gameobjects.
It will the... ","Oct 14, 2016",43,,https://feedback.unity3d.com/suggestions/add-the-scriptname-to-missing-mono-script
Changing Start & End Dates of Funnels in Unity Analytics anytime,I need possibility of changing Start & End Dates of Funnels in Unity Analytics (anytime after creating it) so I can see the differen... ,"Jun 19, 2016",43,,https://feedback.unity3d.com/suggestions/changing-start-and-end-dates-of-funnels-in-unity-analytics-anytime
Ability to activate Unity3D Personal Edition via command line,Right now the personal edition of Unity3D cannot be activated via the command line.  This means my build server cannot run tests for... ,"May 23, 2016",43,,https://feedback.unity3d.com/suggestions/ability-to-activate-unity3d-personal-edition-via-command-line
Undo doesn't work in Animation editor,While working in new animation editor in unity 5+ undo doesn't update the Scene window. It actually DOES do the undo but you don't g... ,"Nov 12, 2015",43,Completed,https://feedback.unity3d.com/suggestions/undo-doesnt-work-in-animation-editor
Differentiate Multiple of Same Component in Unity Events,"If you have multiple of the same component on a GameObject and try to reference that GO from a Unity Event, such as on a button, you... ","Aug 24, 2015",43,,https://feedback.unity3d.com/suggestions/differentiate-multiple-of-same-component-in-unity-events
2D Deformations based on custom 'bone' or 'scaffolding' placement,Allow placement of bones or scaffolding that allows deformation/ warping of a sprite for static use or with the animation system or ... ,"Jul 18, 2015",43,,https://feedback.unity3d.com/suggestions/2d-deformations-based-on-custom-bone-or-scaffolding-placement
Inspector Scaling Option for larger monitors,"Monitors are getting more pixels all the time, and 9 pt Arial is getting harder and harder to read. 

A font size option would be ... ","Apr 03, 2015",43,,https://feedback.unity3d.com/suggestions/inspector-scaling-option-for-larger-monitors
Incredibuild Integration - Acclerate Unity With Distributed Computing,"There are a number of tasks that can really slow Unity down,
Asset Import, Builds, Beast etc.

Incredibuild takes a task and dist... ","Feb 18, 2014",43,,https://feedback.unity3d.com/suggestions/incredibuild-integration-acclerate-unity-with-distributed-computing
Different versions of Script Templates based on Install Platform,"Currently the scripting templates all all have Unix line endings as they were written on a Mac. As a result of this, when developing... ","Oct 16, 2013",43,,https://feedback.unity3d.com/suggestions/different-versions-of-script-templates-based-on-install-platform
Additional 64 bit Transform component,"32 bit float offers us only 7 non zero digits in a row, so we got only 20 kilometers (from -10 to +10) of space before precision dro... ","Jun 30, 2013",43,,https://feedback.unity3d.com/suggestions/additional-64-bit-transform-comp
"Transparent and borderless application window, at least for the desktop ...","I'd like to see a new feature in the Player Settings, at least for the PC, Mac & Linux Standalone settings, were I could choose the ... ","Mar 20, 2013",43,,https://feedback.unity3d.com/suggestions/transparent-and-borderless-appli
MS Windows 8 Mobile Support,"Hi,
Are you planning to support this platform?

10x ","Dec 09, 2012",43,Completed,https://feedback.unity3d.com/suggestions/ms-windows-8-mobile-support
Ability to Sort Assets in Project Browser,"A set of options to sort the assets listed in the Project Browser much like in any operating system with options like ""Size, name, t... ","Nov 15, 2012",43,,https://feedback.unity3d.com/suggestions/ability-to-sort-assets-in-projec
Find/Test Overlapping Colliders,"Sometimes you need to test if two (non-rigidbody) colliders are overlapping, being able to find those overlaps without rewriting the... ","May 09, 2012",43,,https://feedback.unity3d.com/suggestions/findtest-overlapping-colliders
Please Add branch or Tag function for Unity Asset Server,"Usually most of commercial developper need to use ""branch"" function for version control server.

This is exactly very basical func... ","Feb 17, 2012",43,,https://feedback.unity3d.com/suggestions/please-add-branch-or-tag-functio
.Unitypackage export with thumbnail,"Unity already generates thumbnails when exporting a package, but they are packed in both a .zip and a .tar file. Would be nice to ha... ","Nov 02, 2011",43,,https://feedback.unity3d.com/suggestions/unitypackage-export-with-thumbn
Show where asset is used,"It would be helpful to have the inverse of 'Select Dependencies', where given the selection of a particular asset it would show all ... ","Mar 08, 2011",43,,https://feedback.unity3d.com/suggestions/show-where-asset-is-used
Disable webplayer compression in developer mode,"When developing webplayer builds, it takes sometimes ages to get through the compression part - just to test a 1-liner fix.

It wo... ","Dec 03, 2010",43,Declined,https://feedback.unity3d.com/suggestions/disable-webplayer-compression-in
Standard iPhone autorotation,Unity doesn't support an animated autorotation but it should! Definitely! ,"Nov 04, 2010",43,Completed,https://feedback.unity3d.com/suggestions/standard-iphone-autorotation
Unity Analytics app,"The unity Analytics  need to have the android and ios apps.
Make it available as soon as possible. :)
 ","Apr 21, 2016",42,,https://feedback.unity3d.com/suggestions/unity-analytics-app
Allow applying to MULTIPLE PREFABS using dropdown.,http://imgur.com/pGEZnCO ,"Apr 14, 2016",42,,https://feedback.unity3d.com/suggestions/allow-applying-to-multiple-prefabs-using-dropdown
Generic value type sharing in IL2CPP,Generate code that allows generic types to share code for all value type generic arguments. This would reduce code size and prevent ... ,"Feb 25, 2016",42,,https://feedback.unity3d.com/suggestions/generic-value-type-sharing-in-il2cpp
Multiple Player Objects (with server authority),"Basically, It'd be nice to have multiple player objects with server authority - so they can be fully server-authorative, but command... ","Sep 25, 2015",42,,https://feedback.unity3d.com/suggestions/multiple-player-objects-with-server-authority
Physics: Create Physics Collision Mesh in a Worker Thread,"This is an important feature for most games that use procedural mesh generation frequently. For example, voxel games often must crea... ","Aug 07, 2015",42,,https://feedback.unity3d.com/suggestions/physics-create-physics-collision-mesh-in-a-worker-thread
support for other languages,Support for language: PT-BR and others ,"Jul 14, 2015",42,,https://feedback.unity3d.com/suggestions/support-for-other-languages
Enhanced Drag&Drop in Project view,"Moving stuff or adding objects to other ones can be a hassle when the destination is in a subfolder!
We need a way to change the di... ","Jul 08, 2015",42,,https://feedback.unity3d.com/suggestions/enhanced-drag-and-drop-in-project-view
SSRR Support,"Following request from community, I fill this petition hoping SSR will be included in 5.2 or the sooner.

Thank you very much in t... ","Jun 20, 2015",42,Completed,https://feedback.unity3d.com/suggestions/ssrr-support
WatchOS support,"Support for Apple's WatchOS, please :) ","Jun 08, 2015",42,,https://feedback.unity3d.com/suggestions/watchos-support
Put the alphabetical hierachy sorting back,Changing the hierarchy from alphabetical sorting to 'whatever sorting' in Unity 4.5 was a terrible change. Now I have to waste time ... ,"Jul 23, 2014",42,Completed,https://feedback.unity3d.com/suggestions/put-the-alphabetical-hierachy-sorting-back
Asset Store rating,"Hello, 

Right now, when the process to rate asset you previously bought on the asset store is a bit painful (You have to get in y... ","Jun 03, 2014",42,Completed,https://feedback.unity3d.com/suggestions/asset-store-rating
Dynamic Water,there needs to be water that can physically effect the player even if its for pro only its a feature all the other engines have. it ... ,"Sep 13, 2013",42,,https://feedback.unity3d.com/suggestions/dynamic-water
Debug console callstack skip parameter,"When you generate output via Debug.Log* in the editor, it's convenient that you can double-click to go to the file and line making t... ","Feb 12, 2013",42,,https://feedback.unity3d.com/suggestions/debug-console-callstack-skip-par
Box2d integration - an efficient option for 2d games integrated just lik...,"Hello there.
No one likes to use PhysX for 2d stuff, it's not efficient and it doesn't compare to a true 2d physics engine like Box... ","Jan 22, 2013",42,Completed,https://feedback.unity3d.com/suggestions/box2d-integration--an-efficient
Async image decoding and resizing for www.texture,"When you load an image from the internet, unity will decode and upload it to the GPU as soon as you call www.texture. This will take... ","May 10, 2012",42,,https://feedback.unity3d.com/suggestions/async-image-decoding-and-resizin
Multithreaded Import/Compress,"When importing / compressing / converting files unity currently only uses one CPU. On my Core i7 this really is sad. 

Please add Mu... ","Aug 08, 2011",42,,https://feedback.unity3d.com/suggestions/multithreaded-importcompress
Tracker: Jump to specific pattern/Mute channel,"Since Unity supports tracker files now, it would be great if we could jump to a specific pattern in the song (""right now""/""once the ... ","Feb 16, 2011",42,,https://feedback.unity3d.com/suggestions/tracker-jump-to-specific-patter
CAD file format support,"Add CAD formats to the Art Pipeline to allow me to use CAD models in the same way I use Maya and 3DS Max models. Also, support for P... ","Oct 01, 2010",42,,https://feedback.unity3d.com/suggestions/assets-cad
Online Editor,An online editor so you can log in and edit anywhere. ,"Mar 21, 2017",41,,https://feedback.unity3d.com/suggestions/online-editor
Skip 4.6 .net and jump to .net core,I saw in the roadmap you guys are looking to support .net 4.6 and it has been requested for years to support newer .net iterations. ... ,"Sep 10, 2016",41,Declined,https://feedback.unity3d.com/suggestions/skip-4-dot-6-net-and-jump-to-net-core
And new feature to interact with new iMessage in iOS 10?,"since iOS 10 gonna be published soon. The new iMessage features are so good! So, may I ask is there any feathers or switch I can use... ","Jul 25, 2016",41,,https://feedback.unity3d.com/suggestions/and-new-feature-to-interact-with-new-imessage-in-ios-10
Cross Project Funnels (eg to measure conversion rate between company app...,"We are a premium publisher (no freemium, ads...) and for us it is very important to cross promote our other apps. 

Something like... ","Jan 21, 2016",41,,https://feedback.unity3d.com/suggestions/cross-project-funnels-eg-to-measure-conversion-rate-between-company-app-portfolio
OnValidate callback for ScriptableObjects,Would be great to be able to manually validate fields of a ScriptableObject as is done with Monobehaviours. I imagine it would be fa... ,"Dec 24, 2015",41,,https://feedback.unity3d.com/suggestions/onvalidate-callback-for-scriptableobjects
iOS Framework asset setting  to configure embedded binaries,"In addition to select dependencies for iOS frameworks, it should be possible to configure the framework to be embedded into the appl... ","Oct 15, 2015",41,,https://feedback.unity3d.com/suggestions/ios-framework-asset-setting-to-configure-embedded-binaries
AssetBundles: Restore CRC Hash functionality,"When using WWW.loadFromCacheOrDownload() to load an AssetBundle there is an option to pass a CRC hash.

with unity 5.1.1 the funct... ","Sep 09, 2015",41,,https://feedback.unity3d.com/suggestions/assetbundles-restore-crc-hash-functionality
Provide and implement interfaces for each of the built-in components - e...,Having interfaces for each of the built-in components where the interfaces defined only the members specific to that component (i.e.... ,"Sep 05, 2015",41,,https://feedback.unity3d.com/suggestions/provide-and-implement-interfaces-for-each-of-the-built-in-components-eg-irigidbody
Percentage-Closer Soft Shadows ,Please implement this soft shadows algorithm in unity. ,"Aug 09, 2015",41,,https://feedback.unity3d.com/suggestions/percentage-closer-soft-shadows
Humble Asset Bundle,"I saw a game making bundle on humble bundle yesterday and thought, what if Unity could do a humble asset bundle. I would be all over... ","Jul 09, 2015",41,,https://feedback.unity3d.com/suggestions/humble-asset-bundle
Lightmap baking pause/unpause and the possibility of continuing the bake...,One of the most constant issue I and my developers friends have is baking the lightmaps on a normal cpu. Not everyone have a high-en... ,"Feb 26, 2015",41,,https://feedback.unity3d.com/suggestions/lightmap-baking-pause-slash-unpause-and-the-possibility-of-continuing-the-bake-later
uGUI: Option to Not Submit When Deselecting an Input Field,"Since b21, deselecting an Input field now calls Submit(). I suggest adding an option in the input field inspector to have it work li... ","Oct 21, 2014",41,,https://feedback.unity3d.com/suggestions/ugui-option-to-not-submit-when-deselecting-an-input-field
Shadow map update frequency,"Unity seems to render each shadow map each frame, what results in tremendous draw call count. It would be much faster to control upd... ","Aug 25, 2014",41,,https://feedback.unity3d.com/suggestions/shadow-map-update-frequency
Normal and tangent data on Unity 4.3 sprites,"Please give us the ability to either (A) access and edit the mesh data for Unity sprites, so that we can add normal and tangent info... ","Feb 19, 2014",41,Completed,https://feedback.unity3d.com/suggestions/normal-and-tangent-data-on-unity-4-dot-3-sprites
Per Folder Import Ignore List,"Need per folder ingore list on wildcards so we can hold our source asset side by side with game assets.

e.g. We want to hold Maya m... ","Aug 06, 2013",41,,https://feedback.unity3d.com/suggestions/per-folder-import-ignore-list
Improve handling large numbers of purchased assets in Asset Store window,"Customers who use the Unlimited Mixamo Animation Store plug-in can easily accumulate hundreds of animations, each of which is listed... ","Jun 27, 2013",41,Completed,https://feedback.unity3d.com/suggestions/improve-handling-large-numbers-o
Customize context menus for Hierarchy and Project windows.,"As of Unity 2.6/3.1 you can customize the Inspector context menus with [MenuItem(""CONTEXT/<Type>/Do Something"")], but there is no wa... ","Dec 31, 2010",41,,https://feedback.unity3d.com/suggestions/customize-context-menus-for-hier
Terrain: Cutting holes in terrain,"The ability to cut a hole into a terrain, in order to make caves. Or, allowing a building/structure model to cut its own hole, if pu... ","Sep 17, 2010",41,,https://feedback.unity3d.com/suggestions/terrain-cutting-holes-in-terrai
Graphics: Procedural Texture Generator tools,Integrate procedural texture generator like Allegorithmic Substance into Unity. Web games will be very vebefited by decreasing the d... ,"Aug 19, 2009",41,Completed,https://feedback.unity3d.com/suggestions/graphics-procedural-texture-gen
Platforms: Symbian S60 / Blackberry support,Support all the smartphones running Symbian S60 with OGL support. The Symbian S60/Brew phones allow running apps compiled from C/C++... ,"Aug 07, 2009",41,Declined,https://feedback.unity3d.com/suggestions/platforms-symbian-s60--blackbe
Asset Bundle: Load via byte array,"Currently, the only way to load asset bundles is via WWW.assetBundle.

I'd like to load asset bundles from a byte[] that way I can l... ","Jul 09, 2009",41,Completed,https://feedback.unity3d.com/suggestions/asset-bundle-load-via-byte-arra
Editor: pressure sensitive tablet support for Terrain tools,Support pressure sensitive tablets for terrain editing tools. ,"May 20, 2009",41,,https://feedback.unity3d.com/suggestions/editor-pressure-sensitive-table
Library Metadata,How I understand that you are reading all of the assets of the project and create for each of them its meta file. This is a very lon... ,"Oct 15, 2017",40,,https://feedback.unity3d.com/suggestions/library-metadata
CompositeCollider2D Vector2[] GetPoints() API UPDATE REQUIRED,"Hi, everyone

I checked api for CompositeCollider2D and there have no api to get points array after composing.
It have api to get... ","Sep 29, 2017",40,,https://feedback.unity3d.com/suggestions/compositecollider2d-vector2-getpoints-api-update-required
3D Level Editing Tools,"After seeing all the cool stuff in 2017.1, the one thing that's still really lacking in this engine compared to a lot of others is g... ","Jul 18, 2017",40,,https://feedback.unity3d.com/suggestions/3d-level-editing-tools
"A folder that is Ignored for scripts/media, but works in collaborate and...","Unity's Assets have a few special folders, like Resources and Plugins.  I'd like to add another folder to emphasize non-managed file... ","Apr 04, 2017",40,,https://feedback.unity3d.com/suggestions/a-folder-that-is-ignored-for-scripts-slash-media-but-works-in-collaborate-and-can-be-part-of-packaged-assets
Fixed Point Math Library or Deterministic Physics!,"No one is unable to make an RTS because of this...
Deterministic physics would be the best solution but unity must allow it as an o... ","Feb 07, 2017",40,,https://feedback.unity3d.com/suggestions/fixed-point-math-library-or-deterministic-physics-1
Can't play Dead Trigger 2 on any browser,"Hi,

I can't play dead trigger 2 on any browser (Mozilla Firefox & Internet Explorer). I already uninstall and reinstall the Unity... ","Jul 08, 2016",40,,https://feedback.unity3d.com/suggestions/cant-play-dead-trigger-2-on-any-browser
Support Chinese Language,"Support Chinese Language.
For example forum Chinese Language. ","Apr 25, 2016",40,,https://feedback.unity3d.com/suggestions/support-chinese-language
Make BundleVersion available at runtime (just like ProductName and Bundl...,"BundleVersion is currently only available through the PlayerSettings, which is only available in the Editor. Having access to the bu... ","Dec 14, 2015",40,,https://feedback.unity3d.com/suggestions/make-bundleversion-available-at-runtime-just-like-productname-and-bundleidentifier
Collapse All Button/Shortcut Key to Inspector View (Components),"When there are a lot of components attached to one gameObject, it is easier to find components if all of them are collapsed. ","Jul 16, 2015",40,,https://feedback.unity3d.com/suggestions/collapse-all-button-slash-shortcut-key-to-inspector-view-components
AssetPreview.GetAssetPreview - Add background color parameter,Allow changing default background for AssetPreview.GetAssetPreview. I would like to be able to set it as transparent. ,"Jun 29, 2015",40,,https://feedback.unity3d.com/suggestions/assetpreview-dot-getassetpreview-add-background-color-parameter
More accurate information from AnimationCurve asserts,If you call a AnimationCurve's Evaluate()-function with a NaN-parametre you got a c++ assert errors but it doesn't throw c# error to... ,"Jan 20, 2015",40,,https://feedback.unity3d.com/suggestions/more-accurate-information-from-animationcurve-asserts
Support PUT in WWW,Please support the PUT protocol in Unity's WWW. It seems only POST and GET are supported.  ,"Oct 01, 2014",40,Completed,https://feedback.unity3d.com/suggestions/support-put-in-www
More GPS Info,"I'm writing mobile outdoor games based on GPS. As we all know from e.g. Ingress, a major problem is GPS accuracy and drift.

It wo... ","Aug 27, 2014",40,,https://feedback.unity3d.com/suggestions/more-gps-info
Asset Server Ignore List,The ability to ignore certain files when commiting changes would be very helpful. My team for example generally does not commit very... ,"Jul 28, 2014",40,,https://feedback.unity3d.com/suggestions/asset-server-ignore-list
Animation Event can't drag together in the animation editor with 4.3.2,"When I created several animation events in animation editor, I can't drag them together.
Before 4.3.0, it is possible, and maybe it... ","Dec 26, 2013",40,Completed,https://feedback.unity3d.com/suggestions/animation-event-cant-drag-together-in-the-animation-editor-with-4-dot-3-2
PVRTCII texture compression for iOS,"PVRTCII is new and better texture compression for iOS devices. If not Unity needs this compression method!!

http://withimaginatio... ","Jun 19, 2013",40,,https://feedback.unity3d.com/suggestions/pvrtcii-support
Moving components,It should be nice we can to move components up and down. For  example in inspector i want to move Rigidbody component upper then Mes... ,"Feb 03, 2012",40,,https://feedback.unity3d.com/suggestions/moving-components
Custom resolution settings for game window,"The ability to add custom resolutions for the game window, would make it easy to check if elements fit, and scale well for your game... ","Jan 18, 2012",40,,https://feedback.unity3d.com/suggestions/custom-resolution-settings-for-g
Application.dataPath return writable directory on all Platforms,"Wouldn't it make sense for 'Application.dataPath' to return a writable directory on all platforms - iOS, Android, Mac, PC, etc?

C... ","Dec 07, 2010",40,Completed,https://feedback.unity3d.com/suggestions/applicationdatapath-return-writ
Improve ShaderVariantCollection script API,I was looking into programmatically modifying ShaderVariantCollections to ensure that keywords needed on mobile VR targets were pres... ,"Aug 03, 2017",39,,https://feedback.unity3d.com/suggestions/improve-shadervariantcollection-script-api
Integrating Unity With native iOS Project,"Problem: Invalid when integrating unity/Vuforia into an existing iOS App.

Xcode version:8.2.1
iOS SDK:10.2
Vuforia version: 6.2... ","Jan 11, 2017",39,,https://feedback.unity3d.com/suggestions/integrating-unity-with-native-ios-project
8 bone weights per vertex,"sometimes extreme visual quality is needed, and it would be useful to reach that level with unity engine. Other engines supports up ... ","Dec 15, 2016",39,,https://feedback.unity3d.com/suggestions/8-bone-weights-per-vertex
Add Additive scene loading to UNET,"Add a method to NetworkManager to allow scenes to be loaded additively, rather than replacing the scene. The loaded scene should be ... ","Apr 23, 2016",39,,https://feedback.unity3d.com/suggestions/add-additive-scene-loading-to-unet
Copy/Paste group effects in Audio Mixer,"When you select a group in Audio Mixer, the only way to copy/paste effects' values is to manually write them in other group. It woul... ","Apr 01, 2016",39,,https://feedback.unity3d.com/suggestions/copy-slash-paste-group-effects-in-audio-mixer
The AssetStore should offer ways to contact consummers. ,"In the following cases;

- New version of a package
- Bug found and requires feedback or test
- Release of relevant similar pack... ","Jun 26, 2014",39,,https://feedback.unity3d.com/suggestions/the-assetstore-should-offer-ways-to-contact-consummers
Multicast RegisterLogCallback,"RegisterLogCallback should be a multicast event like EditorApplication.update (or any delegate really).

Currently we have to figh... ","Nov 26, 2013",39,Completed,https://feedback.unity3d.com/suggestions/multicast-registerlogcallback
Collision depth/Pentration in Contact Objects,"Currently unities Collision detection system  only offers us minimal information. 
point	            The point of contact.
normal	  ... ","Jun 01, 2013",39,,https://feedback.unity3d.com/suggestions/collision-depthpentration-in-co
Allow Unity to open two instances of the same project by opening the sec...,"Networked game development requires developers to run two instances of the same project. 

Unity doesn't allow the same project to b... ","Apr 04, 2013",39,,https://feedback.unity3d.com/suggestions/allow-unity-to-open-two-instance
Productivity Booster: Selection History for Scene and Project views,"What usually happens while navigating a project (ours is pretty big), is you traversing and examining assets or game objects in your... ","Aug 10, 2012",39,,https://feedback.unity3d.com/suggestions/productivity-booster-selection-
Full screen (or borderless) Game view in editor,"Ability to get the [editor] game view to be fullscreen on second monitor, or at least be able to get a real borderless game view.

I... ","Feb 12, 2012",39,,https://feedback.unity3d.com/suggestions/full-screen-or-borderless-game
Access to Joystick through Enum,"GetAxis()  and GetAxisRaw()  should accept a JoystickCode (Enum like Keycode) the same way GetButton does.

This would allow an easy... ","Jun 09, 2010",39,,https://feedback.unity3d.com/suggestions/access-to-joystick-through-enum
Custom Mipmap Textures,"In many cases, mipmap textures that are automatically generated are much lower in quality then they could be, even for their resolut... ","Aug 05, 2016",38,,https://feedback.unity3d.com/suggestions/custom-mipmap-textures
UNET SyncList Callback Needs Access to OldValue,"SyncVar callback provides access to newVal and oldVal.
SyncList callback only provides access to newVal.  When a value is changed/r... ","Jun 10, 2016",38,,https://feedback.unity3d.com/suggestions/unet-synclist-callback-needs-access-to-oldvalue
"Multiple navmesh files per scene, and make navmesh agents select which m...","Multiple navmesh files per scene, and make navmesh agents select which mesh they use.
This way you can add new navmeshes as you add... ","Dec 14, 2015",38,Started,https://feedback.unity3d.com/suggestions/multiple-navmesh-files-per-scene-and-make-navmesh-agents-select-which-mesh-they-use
Editor Performance: Improve playmode times,"Time spent waiting on entering playmode is a waste and can seriously hinder iteration times.

In an empty project it already is ~1... ","May 24, 2015",38,,https://feedback.unity3d.com/suggestions/editor-performance-improve-playmode-times
Add multiple properties at once in animation view,"I would like to have an easy option of selecting multiple properties in the animation view and add them all to my animation.

When... ","Jan 20, 2015",38,,https://feedback.unity3d.com/suggestions/add-multiple-properties-at-once-in-animation-view
Renderer.sortingOffset,"Transparent objects are sorted according to their distance to the camera, this is great for most scenes, but sometimes when two tran... ","Aug 06, 2014",38,,https://feedback.unity3d.com/suggestions/renderer-dot-sortingoffset
Ask for confirmation before moving assets or gameobjects,There should be an option to require confirmation before moving assets in Project window or gameobjects in Hierarchy window to preve... ,"Jan 25, 2014",38,,https://feedback.unity3d.com/suggestions/ask-for-confirmation-before-moving-assets-or-gameobjects
Allow Unity Asset Store purchases in the https web pages outside of the ...,Currently asset store content can have a direct URL which shows a brief description and a link to the Unity IDE. Potential buyers ha... ,"Aug 21, 2011",38,Completed,https://feedback.unity3d.com/suggestions/allow-unity-asset-store-purchase
Proper delegate support for Invoke()/InvokeRepeating(),"Add overloads to the Invoke() / InvokeRepeating() methods to allow passing in an arbitrary delegate or Action<> to invoke, instead o... ","Jan 28, 2011",38,,https://feedback.unity3d.com/suggestions/proper-delegate-support-for-invo
Cancel button on build progress bar,"I would love a CANCEL button on the BUILD progress bar panel so I can cancel a build immediately when I know it is gong to fail, or ... ","Jul 07, 2010",38,Completed,https://feedback.unity3d.com/suggestions/cancel-button-on-build-progress-
Platforms: Nokia Maemo support,"Having Maemo (5+) support for Unity would be quite lovely, as Maemo might well be an up-and-rising platform. For example, the Nokia ... ","Jan 14, 2010",38,Declined,https://feedback.unity3d.com/suggestions/platforms-nokia-maemo-support
Scripting: CTAGS file,having a CTAGS index file will help expand the number of supported editors and tools with 'intellisense' like code completion.  Vim ... ,"Nov 04, 2009",38,,https://feedback.unity3d.com/suggestions/scripting-ctags-file
Transform set matrix. Make Affine transformation possible. Skew. ,"Local matrix in Transform is readonly. 
Standard matrix operation would be pretty useful.
Set transform matrix would make skew tra... ","Dec 12, 2016",37,,https://feedback.unity3d.com/suggestions/transform-set-matrix-make-affine-transformation-possible-skew
Request for custom TextAsset formats,"Is this possible to support custom extension, like in preference? Currently I'm renaming all .lua to .txt.

The problem here is I ... ","Oct 11, 2016",37,,https://feedback.unity3d.com/suggestions/request-for-custom-textasset-formats
Preview state of AnimatorController loaded from AssetBundle,"Add option to preview state of AnimatorController loaded from AssetBundle at Runtime. 
Now if you try to preview it you get informa... ","Aug 03, 2015",37,,https://feedback.unity3d.com/suggestions/preview-state-of-animatorcontroller-loaded-from-assetbundle
Unity Open Source,I'm sure there are many commercial or technical reasons for Unity's current closed-source state but the benefits and potential advan... ,"Mar 02, 2015",37,Declined,https://feedback.unity3d.com/suggestions/unity-open-source
Instanced pre-spatialization audio callback,"use case:
I'd like to be able to specify an instanced method, just like AudioClip.Create, but have it call back with a fixed buffer... ","Dec 11, 2014",37,,https://feedback.unity3d.com/suggestions/instanced-pre-spatialization-audio-callback
Cross Platform Assets - Functionality to cache assets across build targets.,"I work primarily on cross platform projects. That is, projects that run on mobile as well as desktops. 

While building these game... ","Nov 01, 2014",37,,https://feedback.unity3d.com/suggestions/cross-platform-assets-functionality-to-cache-assets-across-build-targets
MONODEVELOP: Search filter for Document Outline,"FEATURE REQUEST:
Search filter for the Document Outline in MonoDevelop.

DESCRIPTION:
The Document outline is handy for seeing a... ","May 23, 2014",37,,https://feedback.unity3d.com/suggestions/monodevelop-search-filter-for-document-outline
Unity Scripting Documentation pages should have Time Stamps to see when ...,Sometimes I look at a page and have a gut instinct that it contains different information than the last time that I viewed it. It wo... ,"Jan 16, 2014",37,,https://feedback.unity3d.com/suggestions/unity-scripting-documentation-pages-should-have-time-stamps-to-see-when-the-pages-were-last-updated-1
Transform modification callbacks,"It would be really useful to be able to get notified when a transform is modified. Either with automatic MonoBehaviour callbacks, or... ","Aug 29, 2013",37,,https://feedback.unity3d.com/suggestions/transform-modification-callbacks
Ability to install unity from the command line / provide unity editor as...,"From a CI server perspective, it would be useful to have the ability to install Unity automatically.

If Unity could be provided as ... ","Dec 19, 2012",37,,https://feedback.unity3d.com/suggestions/ability-to-install-unity-from-th
Unity should have it's own custom IDE for coding,"Here is the current state of scripting tools for Unity..

- Visual Studio Pro is expensive and not available on Mac
- MonoDevelop ha... ","Aug 16, 2012",37,,https://feedback.unity3d.com/suggestions/unity-should-have-its-own-cust
Jobs store,"a good idea is the unity team of unity3d , create a ""job store"", a kind of asset store, but there we can find professionals and publ... ","Apr 20, 2012",37,,https://feedback.unity3d.com/suggestions/jobs-store
Add Adobe Illustrator Support,Adobe Illustrator should be supported just like Photoshop. Many people use Illustrator instead of Photoshop. ,"Sep 05, 2011",37,,https://feedback.unity3d.com/suggestions/add-adobe-illustrator-support
Be able to view primary and secondary UVs in the Inspector's preview for...,"We have trouble with some objects because we can't see the UV.  Lately this is happening with the CombineMeshes function, but, it wo... ","Apr 15, 2011",37,,https://feedback.unity3d.com/suggestions/be-able-to-view-primary-and-seco
Extensible Serialization System,Unity can only serialize a very basic set of types to disc or over the network. Being able to extend this system to custom types wou... ,"Jan 12, 2011",37,,https://feedback.unity3d.com/suggestions/extensible-serialization-system
Build-in support for planar shadows!,"Build-in Planar shadows!

Its time to add build-in support for planar shadows to Unity iOS (and for Unity too).
They are fast and yo... ","Jan 12, 2011",37,,https://feedback.unity3d.com/suggestions/buildin-support-for-planar-shad
"Proper, native orientation handling for Unity iPhone",I've been having a lot of problems with things like the iPhone keyboard or plugins showing up at the wrong orientation. Usually it w... ,"Nov 19, 2010",37,Completed,https://feedback.unity3d.com/suggestions/proper-native-orientation-handl
Graphics: AntiAliasing for deferred lighting, ,"Oct 07, 2010",37,,https://feedback.unity3d.com/suggestions/graphics-antialiasing-for-defer
PhysX: Soft Bodies, ,"Aug 03, 2010",37,,https://feedback.unity3d.com/suggestions/physx-soft-bodies
GUI: Text justification, ,"Jul 27, 2010",37,,https://feedback.unity3d.com/suggestions/gui-text-justification
"More vertex data options i.e. more uv sets, colors, etc.",Some complex shader techniques require more than 2 uv sets and a vertex color to implement.  Having the option to add a third uv or ... ,"Jun 14, 2010",37,Completed,https://feedback.unity3d.com/suggestions/more-vertex-data-options-ie-mo
Unity Remote for ARKit development,Implement ARKit in Unity Remote app for rapid cross-platform development. ,"Jun 29, 2017",36,,https://feedback.unity3d.com/suggestions/unity-remote-for-arkit-development
Custom Pivot in Pixels,It would be nice if the custom pivot in the sprite editor would be in pixels instead of normalized scale. Or at least an option to c... ,"Apr 20, 2017",36,,https://feedback.unity3d.com/suggestions/custom-pivot-in-pixels
