title,start_date,votes,replies,url
on iphone is persistentDataPath the equivalent of Documents?,"Nov 23, 2012 4:05:56 PM",4,2,https://answers.unity3d.com/questions/235365/on-iphone-is-persistentdatapath-the-equivalent-of.html
[iOS] Social.Authenticate bug on user cancel ?,"Sep 8, 2015 8:55:06 PM",4,2,https://answers.unity3d.com/questions/234489/ios-socialauthenticate-bug-on-user-cancel-.html
"RPG armors and clothes, best way to animate each parts.","Dec 17, 2013 8:33:04 PM",4,3,https://answers.unity3d.com/questions/234395/rpg-armors-and-clothes-best-way-to-animate-each-pa.html
Support for Func and Action delegate on Iphone micro mscorlib?,"Apr 3, 2012 12:03:00 PM",4,1,https://answers.unity3d.com/questions/234135/support-for-func-and-action-delegate-on-iphone-mic.html
fixed update and time.deltatime,"Sep 1, 2014 10:54:28 PM",4,1,https://answers.unity3d.com/questions/233918/fixed-update-and-timedeltatime.html
random issue,"Oct 2, 2017 7:51:15 AM",4,2,https://answers.unity3d.com/questions/233436/random-issue.html
Objects being duplicated with DontDestroyOnLoad,"Aug 30, 2017 5:41:57 PM",4,6,https://answers.unity3d.com/questions/233284/objects-being-duplicated-with-dontdestroyonload.html
How to detach an object from prefab,"Jan 7, 2017 2:35:41 PM",4,2,https://answers.unity3d.com/questions/232670/how-to-detach-an-object-from-prefab.html
is there a way to catch global application exceptions?,"Mar 25, 2016 3:43:44 PM",4,3,https://answers.unity3d.com/questions/232589/is-there-a-way-to-catch-global-application-expceti.html
Class constructor,"Mar 28, 2012 9:47:50 AM",4,1,https://answers.unity3d.com/questions/232531/class-constructor.html
Is there any way to view 2d arrays in the inspector?,"Jul 23, 2017 9:51:12 PM",4,5,https://answers.unity3d.com/questions/231715/is-there-any-way-to-view-2d-arrays-in-the-inspecto.html
Quick question about updating an asset on the Asset Store?,"Feb 21, 2014 4:04:43 PM",4,1,https://answers.unity3d.com/questions/230254/quick-question-about-updating-an-asset-on-the-asse.html
texCoords rect for GUI.DrawTextureWithTexCoords,"Feb 13, 2017 8:14:14 AM",4,3,https://answers.unity3d.com/questions/230128/texcoords-rect-for-guidrawtexturewithtexcoords.html
Animation editor - trimming tail,"Feb 2, 2017 12:21:05 AM",4,3,https://answers.unity3d.com/questions/229783/animation-editor-trimming-tail.html
questions regarding benefits/costs of LODs,"Sep 11, 2012 11:40:31 PM",4,2,https://answers.unity3d.com/questions/227767/questions-regarding-benefitscosts-of-lods.html
Can I remove sub-assets?,"Mar 12, 2012 3:43:06 AM",4,1,https://answers.unity3d.com/questions/226162/can-i-remove-sub-assets.html
Big arrays are never garbage collected. Why?,"Jul 2, 2016 3:06:21 PM",4,1,https://answers.unity3d.com/questions/225460/big-arrays-are-never-garbage-collected-why.html
Monodevelop font bug...,"Mar 9, 2015 6:24:39 AM",4,9,https://answers.unity3d.com/questions/225164/monodevelop-font-bug.html
Determining if a variable is even or odd?,"Jul 5, 2014 12:55:29 PM",4,2,https://answers.unity3d.com/questions/224860/determining-if-a-variable-is-even-or-odd.html
Modifying Greyscale Shader for selective Colouring.,"Jun 27, 2012 4:05:35 PM",4,2,https://answers.unity3d.com/questions/223525/modifying-greyscale-shader-for-selective-colouring.html
Unity Editor Scripts: GameObject Added / Removed Event?,"Mar 27, 2012 6:35:26 PM",4,1,https://answers.unity3d.com/questions/223166/unity-editor-scripts-gameobject-added-removed-even.html
Why Script in Boo?,"Nov 4, 2016 9:05:56 PM",4,3,https://answers.unity3d.com/questions/220984/why-script-in-boo.html
how to change the size of a box collider in c#,"Nov 25, 2014 7:27:05 PM",4,1,https://answers.unity3d.com/questions/220744/how-to-change-the-size-of-a-box-collider-in-c.html
Why do edits no longer appear on this site?,"Jun 28, 2015 9:03:43 PM",4,2,https://answers.unity3d.com/questions/220301/why-do-edits-no-longer-appear-on-this-site.html
No Sound at all,"Oct 25, 2017 7:24:55 PM",4,8,https://answers.unity3d.com/questions/219467/no-sound-at-all.html
Water Pro reflection bug in augmented reality iOS app using Vuforia (QCAR) SDK,"Jul 14, 2014 4:28:00 PM",4,1,https://answers.unity3d.com/questions/219415/water-pro-reflection-bug-in-augmented-reality-ios.html
shuriken particle system not rendering particles when off screen,"Oct 18, 2017 6:56:53 PM",4,7,https://answers.unity3d.com/questions/218369/shuriken-particle-system-not-rendering-particles-w.html
#if UNITY_IPHONE code runs when played in Editor,"Feb 13, 2012 9:20:35 PM",4,3,https://answers.unity3d.com/questions/216917/if-unity-iphone-code-runs-when-played-in-editor.html
How to force warnings as errors?,"Mar 1, 2017 2:00:41 PM",4,3,https://answers.unity3d.com/questions/216838/how-to-force-warnings-as-errors.html
Horizontal Line,"Oct 18, 2017 9:22:01 AM",4,9,https://answers.unity3d.com/questions/216584/horizontal-line.html
Raycast Without Colliders,"Aug 29, 2015 7:33:31 PM",4,6,https://answers.unity3d.com/questions/215678/raycast-without-colliders.html
How to get faster script compilation?,"Jul 25, 2016 6:27:38 PM",4,4,https://answers.unity3d.com/questions/215517/how-to-get-faster-script-compilation.html
Changes to prefab parameters not being saved,"Jan 5, 2017 3:00:31 AM",4,5,https://answers.unity3d.com/questions/214618/changes-to-prefab-parameters-not-being-saved.html
Unity Free with iOS Basic - is In-App purchase possible?,"Feb 16, 2012 11:00:52 AM",4,1,https://answers.unity3d.com/questions/212768/unity-free-with-ios-basic-is-in-app-purchase-possi.html
destroy object after a delay?,"Apr 19, 2017 9:30:24 PM",4,6,https://answers.unity3d.com/questions/212464/destroy-object-after-a-delay.html
Crash on a stripped iOS binary when using System.Security.Cryptography,"Jul 1, 2013 12:30:29 PM",4,3,https://answers.unity3d.com/questions/211719/crash-on-a-stripped-ios-binary-when-using-systemse.html
How to manage inventory 'objects' in C# for behind the scenes inventory stuff,"Mar 9, 2014 11:42:29 PM",4,4,https://answers.unity3d.com/questions/211662/how-to-manage-inventory-objects-in-c-for-behind-th.html
Best way to make ramps,"Feb 26, 2015 7:42:48 PM",4,4,https://answers.unity3d.com/questions/211089/best-way-to-make-ramps.html
RenderTexture.SetActive() huge profiler spikes,"Feb 28, 2014 3:18:32 PM",4,13,https://answers.unity3d.com/questions/210896/rendertexturesetactive-huge-profiler-spikes.html
Is possible to rotate textures of a terrain?,"May 25, 2017 4:22:55 PM",4,3,https://answers.unity3d.com/questions/210857/is-possible-to-rotate-textures-of-a-terrain.html
How does the @ animation convention work?,"Jan 28, 2012 12:34:06 AM",4,1,https://answers.unity3d.com/questions/209870/how-does-the-animation-convention-work.html
"Low quality billboards in terrain, any way around it?","Jan 25, 2012 4:00:55 AM",4,0,https://answers.unity3d.com/questions/209729/low-quality-billboards-in-terrain-any-way-around-i.html
How to change material color of an Object,"May 3, 2017 1:33:29 PM",4,5,https://answers.unity3d.com/questions/209573/how-to-change-material-color-of-an-object.html
Disable Cache for WWW,"Feb 9, 2017 7:53:57 AM",4,7,https://answers.unity3d.com/questions/209078/disable-cache-for-www.html
How do I duplicate a material?,"Jul 4, 2013 12:29:46 AM",4,2,https://answers.unity3d.com/questions/208409/how-do-i-duplicate-a-material.html
Using System.Reflection with iOS,"Jan 31, 2017 3:53:04 PM",4,2,https://answers.unity3d.com/questions/207670/using-reflection-with-ios.html
How do you get the world position of a vertex in a shader?,"Aug 13, 2014 9:27:26 PM",4,1,https://answers.unity3d.com/questions/206478/how-do-you-get-the-world-position-of-a-vertex-in-a.html
Adding Scene to build,"May 8, 2016 12:41:32 AM",4,2,https://answers.unity3d.com/questions/205742/adding-scene-to-build.html
dust in a light effect,"Jan 13, 2012 8:14:22 AM",4,0,https://answers.unity3d.com/questions/205157/dust-in-a-light-effect.html
Saving Screenshots to Android Gallery,"Oct 9, 2017 10:58:20 AM",4,8,https://answers.unity3d.com/questions/204372/saving-screenshots-to-android-gallery.html
How to access persistent data path in Android phone?,"Dec 15, 2016 4:33:03 AM",4,2,https://answers.unity3d.com/questions/203852/how-to-access-persistent-data-path-in-android-phon.html
Is there any way to find out current LOD level of LODGroup?,"Aug 3, 2016 1:40:54 PM",4,2,https://answers.unity3d.com/questions/203623/is-there-any-way-to-find-out-current-lod-level-of.html
logcat only to show unity related things?,"Aug 14, 2016 5:30:08 PM",4,3,https://answers.unity3d.com/questions/203580/logcat-only-to-show-unity-related-things.html
Trying to make a 2nd camera viewport follow a GUI.Window,"May 27, 2013 8:55:09 AM",4,1,https://answers.unity3d.com/questions/203149/trying-to-make-a-2nd-camera-viewport-follow-a-guiw.html
Editor check if unity pro license installed,"Jan 25, 2015 6:15:26 AM",4,4,https://answers.unity3d.com/questions/199334/editor-check-if-unity-pro-license-installed.html
Resources.Load folders path?,"Dec 28, 2011 5:27:26 AM",4,1,https://answers.unity3d.com/questions/199313/resourcesload-folders-path.html
How to mark an object destroy on load again when DonDestroyOnLoad was called ?,"Feb 10, 2017 9:17:48 AM",4,3,https://answers.unity3d.com/questions/199170/how-to-mark-an-object-destroy-on-load-again-when-d.html
Everything on Hierarchy is gone execpt main camera,"May 6, 2016 2:37:09 AM",4,1,https://answers.unity3d.com/questions/198626/everything-on-hierarchy-is-gone-execpt-main-camera.html
Where is the downloaded asset directory ?,"Nov 7, 2016 7:42:52 AM",4,5,https://answers.unity3d.com/questions/198512/downloaded-asset-directory-.html
CombineMeshes with Different Materials,"Feb 5, 2016 2:51:19 AM",4,7,https://answers.unity3d.com/questions/196649/combinemeshes-with-different-materials.html
Stopping a rigidbody at target,"Mar 1, 2017 6:07:16 AM",4,1,https://answers.unity3d.com/questions/195698/stopping-a-rigidbody-at-target.html
Instantiated prefab loses components,"Dec 13, 2011 7:26:41 AM",4,1,https://answers.unity3d.com/questions/194020/instantiated-prefab-loses-components.html
1 pixel high texture imported as 2 pixels high,"Feb 13, 2014 5:46:31 AM",4,2,https://answers.unity3d.com/questions/193255/1-pixel-high-texture-imported-as-2-pixels-high.html
"Polar (spherical) coordinates to xyz, and vice versa.","Jan 9, 2017 8:32:42 PM",4,1,https://answers.unity3d.com/questions/189724/polar-spherical-coordinates-to-xyz-and-vice-versa.html
How to execute method in main thread from another threads?,"Feb 24, 2017 8:42:36 PM",4,1,https://answers.unity3d.com/questions/188960/how-to-execute-method-in-main-thread-from-another.html
SHADER: Get *object* position or distinct value per *object*,"Oct 23, 2017 4:21:06 AM",4,1,https://answers.unity3d.com/questions/187628/shader-get-object-position-or-distinct-value-per-o.html
"Is my ""unity default resources"" file corrupt?","Sep 28, 2014 11:26:17 AM",4,1,https://answers.unity3d.com/questions/186853/is-my-unity-default-resources-file-corrupt.html
multiply quaternion by vector,"Nov 30, 2015 3:12:33 PM",4,2,https://answers.unity3d.com/questions/186252/multiply-quaternion-by-vector.html
make objects push away from each other,"Nov 25, 2011 10:13:34 AM",4,2,https://answers.unity3d.com/questions/185338/make-objects-push-away-from-each-other.html
C# Movement Script (Basic),"May 18, 2017 11:01:26 AM",4,3,https://answers.unity3d.com/questions/185226/c-movement-script-basic.html
Different font style in same GUI paragraph,"Nov 12, 2011 10:26:04 AM",4,2,https://answers.unity3d.com/questions/184314/different-font-style-in-same-gui-paragraph.html
Jump to a specific frame in an animation,"Nov 30, 2015 9:33:23 AM",4,5,https://answers.unity3d.com/questions/181903/jump-to-a-specific-frame-in-an-animation.html
Shaders: Using Property for Offset,"Dec 10, 2014 10:27:35 PM",4,3,https://answers.unity3d.com/questions/181663/shaders-using-property-for-offset.html
addforce seems inconsistant,"Oct 5, 2016 8:56:04 AM",4,3,https://answers.unity3d.com/questions/180226/addforce-seems-inconsistant.html
Custom Mesh UV Problem,"Dec 4, 2011 2:19:53 PM",4,1,https://answers.unity3d.com/questions/180163/custom-mesh-uv-problem.html
How to make my enemy bleed,"Aug 14, 2014 7:33:23 PM",4,1,https://answers.unity3d.com/questions/179095/how-to-make-a-enemy-bleed.html
[Qato] What's up with the moderation queue now?,"Oct 31, 2011 1:36:05 PM",4,2,https://answers.unity3d.com/questions/179009/whats-up-with-the-moderation-queue-now.html
Shader Intellisense / Code completion,"Oct 12, 2015 2:21:45 PM",4,3,https://answers.unity3d.com/questions/178371/shader-intellisense-code-completion.html
What unit is Rigidbody Mass based on?,"Dec 4, 2016 8:29:06 PM",4,3,https://answers.unity3d.com/questions/177563/what-unit-is-rigidbody-mass-based-on.html
flare not showing in game window,"Jan 8, 2017 12:52:17 PM",4,1,https://answers.unity3d.com/questions/177269/flare-not-showing-in-game-window.html
THIN objects can fall through the ground? (AMAZING SOLUTION),"Oct 17, 2012 2:30:58 PM",4,2,https://answers.unity3d.com/questions/176953/thin-objects-can-fall-through-the-ground.html
Perform action on save/load in editor,"Apr 7, 2017 3:52:02 AM",4,2,https://answers.unity3d.com/questions/175931/perform-action-on-saveload-in-editor.html
renderer.materials not working.,"May 13, 2017 2:11:03 PM",4,1,https://answers.unity3d.com/questions/175370/renderermaterials-not-working.html
debugging android,"Jun 22, 2017 12:55:28 AM",4,3,https://answers.unity3d.com/questions/175161/debugging-android.html
QATO: Please add # items awaiting moderation,"Jul 14, 2014 4:25:03 PM",4,1,https://answers.unity3d.com/questions/174267/qato-please-add-items-awaiting-moderation.html
'Player Settings' does not show up when I click on it,"May 11, 2016 8:42:54 AM",4,4,https://answers.unity3d.com/questions/173096/player-settings-does.html
How does Unity handle normal maps internally?,"Jul 22, 2013 4:57:54 PM",4,3,https://answers.unity3d.com/questions/170985/how-does-unity-handle-normal-maps-internally.html
Setting renderQueue doesn't appear to change draw order,"Jun 8, 2014 2:45:24 AM",4,1,https://answers.unity3d.com/questions/170749/setting-renderqueue-doesnt-appear-to-change-draw-o.html
Custom help for editor scripts?,"Feb 6, 2016 2:28:49 PM",4,3,https://answers.unity3d.com/questions/170702/custom-help-for-editor-scripts.html
How to revert a material to the sharedMaterial?,"Apr 10, 2017 6:34:55 PM",4,0,https://answers.unity3d.com/questions/170616/how-to-reverb-a-material-to-the-sharedmaterial.html
Streaming music,"Aug 3, 2012 6:20:42 AM",4,3,https://answers.unity3d.com/questions/170582/streaming-music.html
Quick question about animation length and speed,"Sep 25, 2011 4:22:39 PM",4,2,https://answers.unity3d.com/questions/170036/quick-question-about-animation-length-and-speed.html
unity 3.4.1f5 namespace error,"Jul 7, 2014 7:56:03 AM",4,12,https://answers.unity3d.com/questions/168758/unity-341f5-namespace-error.html
How to make a cone?,"Nov 29, 2015 7:10:19 PM",4,5,https://answers.unity3d.com/questions/168020/how-to-make-a-cone.html
Particles disappear when game object is destroyed...,"Aug 4, 2017 7:31:37 AM",4,4,https://answers.unity3d.com/questions/167827/particles-disappear-when-game-object-is-destroyed.html
Static gameObject?,"Sep 17, 2016 5:37:47 PM",4,3,https://answers.unity3d.com/questions/166572/static-gameobject.html
Raycast and Linecast,"Oct 12, 2016 12:30:14 PM",4,2,https://answers.unity3d.com/questions/164770/raycast-and-linecast.html
Get pixel colour on a ray hit,"Sep 6, 2011 8:33:15 AM",4,1,https://answers.unity3d.com/questions/163662/get-pixel-colour-on-a-ray-hit.html
Redirect output of batchmode build,"May 20, 2013 9:44:29 PM",4,2,https://answers.unity3d.com/questions/161934/redirect-output-of-batchmode-build.html
How do I run two animations at once on the same game object?,"Mar 30, 2015 1:14:04 PM",4,3,https://answers.unity3d.com/questions/160848/how-do-i-run-two-animations-at-once-on-the-same-ga.html
How do I add a text to Game Object and follow it in the scene?,"Jul 27, 2014 10:40:49 AM",4,3,https://answers.unity3d.com/questions/159420/how-do-i-add-a-text-to-game-object-and-follow-it-i.html
Animated GIF file,"May 4, 2015 8:58:40 AM",4,3,https://answers.unity3d.com/questions/159044/animated-gif-file.html
How do you load System.Drawing.dll and gdiplus.dll on Unity Mac?,"Mar 26, 2017 9:17:12 AM",4,3,https://answers.unity3d.com/questions/158983/how-do-you-load-systemdrawingdll-and-gdiplusdll-on.html
Assigning breakpoints properties in MonoDevelop?,"Sep 15, 2015 2:41:50 PM",4,1,https://answers.unity3d.com/questions/158169/assigning-breakpoints-properties-in-monodevelop.html
Hide from inspector interface but not from the debug inspector?,"Dec 30, 2014 8:46:18 PM",4,4,https://answers.unity3d.com/questions/157775/hide-from-inspector-interface-but-not-from-the-deb.html
WWW.EscapeURL not working as described,"Aug 21, 2013 8:21:01 PM",4,2,https://answers.unity3d.com/questions/157568/wwwescapeurl-not-working-as-described.html
Particle opacity,"Mar 17, 2015 2:35:51 PM",4,3,https://answers.unity3d.com/questions/155734/particle-opacity.html
How to make a callback function,"Oct 1, 2017 5:40:54 AM",4,2,https://answers.unity3d.com/questions/155420/how-to-make-a-callback-function.html
"Stuff-is-going-wacky! Checklist - Compiler-Errors, Syntax-Errors","Sep 19, 2013 1:00:41 AM",4,5,https://answers.unity3d.com/questions/155200/stuff-is-going-wacky-checklist-compiler-errors-syn.html
Parsing and displaying KML,"Feb 4, 2015 5:21:01 AM",4,0,https://answers.unity3d.com/questions/155116/parsing-and-displaying-kml.html
Why does mesh count increase every 1 second then decrease,"Sep 25, 2013 4:28:28 PM",4,1,https://answers.unity3d.com/questions/154754/why-does-mesh-count-increase-every-1-second-then-d.html
Why does a 1024*1024 Texture2D use so much memory?,"Jun 29, 2012 10:52:59 PM",4,2,https://answers.unity3d.com/questions/152537/why-does-a-10241024-texture2d-use-so-much-memory.html
Ensuring completely smooth movement along a series of box colliders,"Jun 10, 2013 11:24:33 AM",4,2,https://answers.unity3d.com/questions/152315/ensuring-completely-smooth-movement-along-a-series.html
Unity crashes when GUI becomes too complex,"Jul 14, 2014 4:23:43 PM",4,1,https://answers.unity3d.com/questions/149700/unity-crashes-when-gui-becomes-too-complex.html
How can I use Substance materials in Unity?,"Feb 26, 2015 6:00:41 AM",4,2,https://answers.unity3d.com/questions/149585/how-can-i-use-substance-materials-in-unity.html
allegorithmic substances in unity 3.4,"Jul 29, 2011 10:07:53 AM",4,1,https://answers.unity3d.com/questions/148671/allegorithmic-substances-in-unity-34.html
Only one component of type on a Gameobject at a time,"Jun 23, 2015 7:29:00 AM",4,2,https://answers.unity3d.com/questions/147596/only-one-component-of-type-on-a-gameobject-at-a-ti.html
Why is Start() from my base class ignored in my sub-class?,"Jul 6, 2016 2:13:46 PM",4,4,https://answers.unity3d.com/questions/147276/why-is-start-from-my-base-class-ignored-in-my-sub.html
How to make enemy Cannonball fall on moving target position.,"Sep 14, 2016 8:28:02 AM",4,1,https://answers.unity3d.com/questions/145972/how-to-make-enemy-canon-ball-fall-on-mooving-targe.html
How to automatically run code before a build?,"Apr 5, 2016 1:22:25 PM",4,1,https://answers.unity3d.com/questions/145816/how-to-automatically-run-code-before-a-build.html
Terrain Splatmap problem in Edit Mode,"Jan 6, 2014 11:47:51 PM",4,1,https://answers.unity3d.com/questions/145095/terrain-splatmap-problem-in-edit-mode.html
Asset Store Refund Policy,"Aug 19, 2016 8:23:17 PM",4,4,https://answers.unity3d.com/questions/144729/asset-store-refund-policy.html
Reverting several GameObjects to Prefab settings at once,"Oct 11, 2017 3:09:48 AM",4,4,https://answers.unity3d.com/questions/144453/reverting-several-gameobjects-to-prefab-settings-a.html
Painting on Textures at Runtime?,"Feb 20, 2014 9:10:19 PM",4,2,https://answers.unity3d.com/questions/143680/painting-on-textures-at-runtime.html
terrain split,"Dec 6, 2013 7:06:31 AM",4,3,https://answers.unity3d.com/questions/143490/terrain-split.html
Making a silhouette outline shader,"Jul 11, 2015 6:22:22 PM",4,4,https://answers.unity3d.com/questions/141229/making-a-silhouette-outline-shader.html
Strategies for creating a physics weight system.,"Jul 6, 2011 11:37:24 PM",4,1,https://answers.unity3d.com/questions/139930/strategies-for-creating-a-physics-weight-system.html
Shader Programming Toturial!,"Nov 5, 2012 12:17:04 PM",4,2,https://answers.unity3d.com/questions/138504/shader-programming-toturial.html
Font effects,"Mar 12, 2013 9:16:40 AM",4,2,https://answers.unity3d.com/questions/137935/font-effects.html
Additive Animations Quandary,"Jun 30, 2011 4:14:22 AM",4,1,https://answers.unity3d.com/questions/137456/additive-animations-quandary.html
How do you find the tangent from a given normal?,"Jun 23, 2011 1:04:31 PM",4,1,https://answers.unity3d.com/questions/133680/how-do-you-find-the-tangent-from-a-given-normal.html
What's the trick to making custom editor save Dictionary variables?,"Jun 22, 2011 12:48:21 AM",4,2,https://answers.unity3d.com/questions/132788/whats-the-trick-to-making-custom-editor-save-data.html
How do I read XML on iPhone?,"Mar 13, 2014 11:29:40 AM",4,3,https://answers.unity3d.com/questions/132753/how-do-i-read-xml-on-iphone.html
LookAt in opposite direction?,"Jan 29, 2016 3:47:01 AM",4,2,https://answers.unity3d.com/questions/132592/lookat-in-opposite-direction.html
How do I close a project?,"Aug 21, 2016 6:59:35 AM",4,2,https://answers.unity3d.com/questions/131805/how-do-i-close-a-project.html
Multi Platform Best Practices,"Dec 31, 2011 10:28:32 PM",4,1,https://answers.unity3d.com/questions/130655/multi-platform-best-practices.html
Create Text File,"Jul 12, 2017 11:02:05 PM",4,3,https://answers.unity3d.com/questions/130311/create-text-file.html
Font issues with webplayer on mac,"Jul 14, 2014 4:22:09 PM",4,1,https://answers.unity3d.com/questions/130106/font-issues-with-webplayer-on-mac.html
transparent shader objects disappear on certain camera angles,"Dec 5, 2013 7:14:18 AM",4,5,https://answers.unity3d.com/questions/129285/transparent-shader-objects-disappear-on-certain-ca.html
Application.Quit() not working,"Jun 11, 2011 9:23:44 PM",4,2,https://answers.unity3d.com/questions/128874/applicationquit-not-working.html
String.Replace() not working,"Mar 1, 2015 7:57:31 AM",4,3,https://answers.unity3d.com/questions/127786/stringreplace-not-working.html
Can i check if a coroutine is running?,"Jun 1, 2016 11:09:39 AM",4,5,https://answers.unity3d.com/questions/126783/can-i-check-if-a-coroutine-is-running.html
How does Clear Flags on cameras work?,"Apr 18, 2016 6:18:32 PM",4,1,https://answers.unity3d.com/questions/126214/how-does-clear-flags-on-cameras-work.html
Auto tile texture,"Jan 28, 2016 1:29:06 PM",4,2,https://answers.unity3d.com/questions/126206/auto-tile-texture.html
Why is my imported FBX file not showing textures?,"Oct 12, 2016 3:24:07 AM",4,9,https://answers.unity3d.com/questions/124817/why-is-my-imported-fbx-file-not-showing-textures.html
OnMouseDown alternative for Mobile,"Aug 12, 2015 3:44:45 PM",4,5,https://answers.unity3d.com/questions/124198/onmousedown-alternative-for-mobile.html
Terrain Procedural Texturing based on height?,"Feb 21, 2016 1:11:09 AM",4,3,https://answers.unity3d.com/questions/124058/terrain-procedural-texturing-based-on-height.html
Instantiate a rotated object,"May 30, 2011 8:48:57 AM",4,4,https://answers.unity3d.com/questions/123877/instantiate-a-rotated-object.html
Untag a object via script,"Apr 24, 2015 6:19:49 PM",4,2,https://answers.unity3d.com/questions/123295/untag-a-object-via-script.html
Button Link Page web,"Apr 2, 2016 4:58:01 AM",4,2,https://answers.unity3d.com/questions/122179/button-link-page-web.html
Best way to find component(s)?,"May 25, 2011 8:12:02 PM",4,2,https://answers.unity3d.com/questions/121423/best-way-to-find-components.html
When are ScriptableObject.OnEnable/Disable/Destroy() called?,"Jul 28, 2014 5:33:31 PM",4,1,https://answers.unity3d.com/questions/119898/when-are-scriptableobjectonenabledisabledestroy-ca.html
How to remove configuration box from,"Oct 25, 2017 11:58:21 AM",4,1,https://answers.unity3d.com/questions/119666/how-to-remove-configuration-box-from.html
Jerky fullscreen video playback,"Feb 3, 2013 4:09:28 AM",4,1,https://answers.unity3d.com/questions/119236/jerky-fullscreen-video-playback.html
How do I mark a question as answered on QATO?,"May 21, 2011 1:23:32 PM",4,2,https://answers.unity3d.com/questions/118463/how-do-i-mark-a-question-as-answered-on-qato.html
[Solved] Scripts compiling very slow,"May 20, 2011 2:22:44 AM",4,1,https://answers.unity3d.com/questions/118404/solved-scripts-compiling-very-slow.html
"Editing tags, questions, and the Bounty System [New Ua]","May 14, 2013 5:26:52 AM",4,1,https://answers.unity3d.com/questions/118400/bounty-system-new-ua.html
static batching on dynamically instantiated content,"Jul 23, 2015 10:44:29 AM",4,4,https://answers.unity3d.com/questions/65030/static-batching-on-dynamically-instantiated-conten.html
Ran out of trampolines of type 2 - iOS,"Mar 29, 2016 11:29:10 AM",4,2,https://answers.unity3d.com/questions/64909/ran-out-of-trampolines-of-type-2-ios.html
How to find out the real viewport/screen size in Scene view?,"May 11, 2016 3:51:42 PM",4,4,https://answers.unity3d.com/questions/63361/how-to-find-out-the-real-viewportscreen-size-in-sc.html
Vector3.Lerp works outside of Update(),"May 13, 2016 12:59:45 AM",4,3,https://answers.unity3d.com/questions/63060/vector3lerp-works-outside-of-update.html
Any way to have particles cast light?,"May 7, 2011 7:15:44 AM",4,1,https://answers.unity3d.com/questions/63050/any-way-to-have-particles-cast-light.html
How to play a sound from the middle of the sound?,"Apr 16, 2014 10:14:44 AM",4,2,https://answers.unity3d.com/questions/62812/how-to-play-a-sound-from-the-middle-of-the-sound.html
I wonder about thread id. Plz answer me.,"Oct 15, 2014 9:09:23 AM",4,2,https://answers.unity3d.com/questions/62631/i-wonder-about-thread-id-plz-answer-me.html
how to stop mouse going out of the screen ?,"May 17, 2017 11:03:29 AM",4,5,https://answers.unity3d.com/questions/62440/how-to-stop-mouse-going-out-of-the-screen-.html
Detect Edge of Screen,"Apr 29, 2016 4:48:01 PM",4,3,https://answers.unity3d.com/questions/62189/detect-edge-of-screen.html
How can I listen for remove and add component events,"May 1, 2011 6:48:28 PM",4,1,https://answers.unity3d.com/questions/61935/how-can-i-listen-for-remove-and-add-component-even.html
How to serve security policy on linux system?,"Oct 6, 2015 1:07:01 AM",4,2,https://answers.unity3d.com/questions/61507/how-to-serve-security-policy-on-linux-system.html
Should I avoid OnGUI for mobile development?,"Aug 6, 2016 3:06:43 AM",4,3,https://answers.unity3d.com/questions/61225/should-i-avoid-ongui-for-mobile-development.html
Mask field in the editor,"Feb 24, 2017 10:15:54 AM",4,6,https://answers.unity3d.com/questions/60959/mask-field-in-the-editor.html
Fading out using render.material.color.a +=/-= doesn't work,"Jan 8, 2017 12:58:26 PM",4,5,https://answers.unity3d.com/questions/60453/fading-out-using-rendermaterialcolora-doesnt-work.html
GetComponent and interfaces,"Nov 5, 2015 8:19:51 PM",4,3,https://answers.unity3d.com/questions/60357/getcomponent-and-interfaces.html
Compound collider fires events for each child collider per enter/re-enter the trigger! Is there a reliable way to make it fire only once per compound collider per trigger enter?,"Sep 7, 2012 8:32:23 PM",4,1,https://answers.unity3d.com/questions/60157/how-to-trigger-only-once-per-compound-collider-per.html
Unity Multi Monitor - Dual Screen,"Dec 11, 2015 12:42:22 PM",4,4,https://answers.unity3d.com/questions/59058/unity-multi-monitor-dual-screen.html
Is there any way to zoom in and out?,"Jun 13, 2017 9:25:03 AM",4,4,https://answers.unity3d.com/questions/58681/is-there-any-way-to-zoom-in-and-out.html
How Do I Programatically Attach Objects To Each Other?,"Jun 5, 2016 10:21:16 PM",4,3,https://answers.unity3d.com/questions/58486/how-do-i-programatically-attach-objects-to-each-ot.html
Problem With Terrain Duplicates - Simple?,"Oct 20, 2017 3:59:54 PM",4,3,https://answers.unity3d.com/questions/58342/problem-with-terrain-duplicates-simple.html
How to cancel the Z-axis rotation on particle billboarding?,"May 4, 2011 12:22:55 PM",4,3,https://answers.unity3d.com/questions/58032/how-to-cancel-the-z-axis-rotation-on-particle-bill.html
Draw a flare from inside a solid object.,"Nov 17, 2016 2:24:03 PM",4,4,https://answers.unity3d.com/questions/57846/draw-a-flare-from-inside-a-solid-object.html
Input.GetRotation Question,"Jan 5, 2015 6:07:52 PM",4,3,https://answers.unity3d.com/questions/57207/inputgetrotation-question.html
Where is the meta page for unityAnswers?,"Apr 7, 2011 7:54:08 PM",4,1,https://answers.unity3d.com/questions/57114/where-is-the-meta-page-for-unityanswers.html
Clearing out buffered RPC calls from old Network.Instantiate() calls?,"Oct 11, 2017 6:59:56 PM",4,7,https://answers.unity3d.com/questions/57111/clearing-out-buffered-rpc-calls-from-old-networkin.html
