title,excerpt,start_date,votes,status,url
Drag and drop re-parenting does not work for multi-selection,In the editor hierarchy selecting multiple GOs and (shift-click) and dragging them on to another GO (and release mouse) moves (re-pa... ,"Feb 27, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/drag-and-drop-re-parenting-does-not-work-for-multi-selection
"""Stats"" shows 3 Render Textures when only 2 are activated","To reproduce

1.  Open attached project
2.  Launch the 'first' scene
3.  Open the ""Stats"" in Game View
4.  In Hierarchy View, select... ","Feb 28, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/stats-shows-3-render-textures-when-only-2-are-activated
Decals flickering on Radeon cards (Z-fighting?),"Steps to reproduce :

- open the rar file attached to this case
- go to pix_data folder and start PIX_Test.exe
- place the decals on... ","Mar 01, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/decals-flickering-on-radeon-cards-z-fighting
App gets MemoryWarning Level 1 and crashes when trying to play several s..., ,"Mar 02, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/app-gets-memorywarning-level-1-and-crashes-when-trying-to-play-several-streamed-audio-files-sequentially
Prefab errors when not all components of quaternion are overridden,"Errors in the console when importing the project.

Steps to reproduce :

- just import the project attached to this
- open the scene... ","Mar 03, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/prefab-errors-when-not-all-components-of-quaternion-are-overridden
Unity 3.5's importer doesn't deal with negative x scale,"""type == m_TransformInfo.transformType"" error message is written in console windows if script has negative x scale. ","Mar 05, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/unity-3-dot-5-s-importer-doesnt-deal-with-negative-x-scale
Errors in the console when importing Vizio pack from Asset Store,"Errors in the console when importing Vizio pack from Asset Store.

Steps to reproduce :

- open the asset store and search for Vizio... ","Mar 07, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/errors-in-the-console-when-importing-vizio-pack-from-asset-store
12 WebPlayer instances embedding into one page can hang or crash the bro..., ,"Mar 09, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/12-webplayer-instances-embedding-into-one-page-can-hang-or-crash-the-browser-when-scrolling-the-web-page
Model Importer Preview Orientation different from Scene orientation,"Steps to reproduce :

- open the scene called ""level""
- center on the wasp and notice that it looks as it should (looks the same as ... ","Mar 09, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/model-importer-preview-orientation-different-from-scene-orientation
GUI.FocusControl doesn't work as expected,"GUI.FocusControl won't work. In the attached project, there is a textField in which players will chat by typing. The problem is that... ","Mar 09, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/gui-dot-focuscontrol-doesnt-work-as-expected
No way to emit particles from a mesh from each vertex in constant order,Just play it in Editor and watch the particles from the cylinder and the sphere. It is clear to watch cylinder - the particles emitt... ,"Mar 14, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/no-way-to-emit-particles-from-a-mesh-from-each-vertex-in-constant-order
Unity Remote Android page lacking information compared to iOS version.,"We supply iOS source code for the remote app and the page about it is located here:
http://unity3d.com/support/documentation/Manual/... ","Mar 14, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/unity-remote-android-page-lacking-information-compared-to-ios-version
Random.seed can't be set to reproduce random rolls,Random.seed can't be set to reproduce random rolls (probably due to internal data type unsigned long). This will stop applications f... ,"Mar 15, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/random-dot-seed-cant-be-set-to-reproduce-random-rolls
Application.loadedLevelName does not return the last loaded scene's name,"Repro steps:
1. Open attached project
2. Play scene1;
3. Press fire button to load scene2;
4. Stop scene;
5. Check out console log o... ","Mar 15, 2012",1,Duplicate,https://issuetracker.unity3d.com/issues/application-dot-loadedlevelname-does-not-return-the-last-loaded-scenes-name
Sometimes when importing .lxo file it fails saying I need Modo 501.,"Sometimes when importing .lxo file it fails saying I need Modo 501.

Note: I have Modo 501 installed and the Mesh was built in this ... ","Mar 19, 2012",0,Postponed,https://issuetracker.unity3d.com/issues/sometimes-when-importing-lxo-file-it-fails-saying-i-need-modo-501
Remove gfxDevice dependency when building shaders,"Remove gfxDevice dependency when building shaders

(Premium Support case 2050 filed by Ricardo)

To Reproduce:
1. Unzip project.
2. ... ","Mar 19, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/remove-gfxdevice-dependency-when-building-shaders
No shortcut for fullscreen on OS X,The default shortcut for fullscreen on OS X is Ctrl + Cmd + F. All fullscreen capable apps support it. Unity is a fullscreen app and... ,"Mar 21, 2012",1,Postponed,https://issuetracker.unity3d.com/issues/no-shortcut-for-fullscreen-on-os-x
Error when enabling and disabling portals,"Steps to reproduce :

- open the project
- open Tools > Store > PortalGridSpawn
- set a grid of 20x20 and compute the OC
- select on... ","Mar 22, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/error-when-enabling-and-disabling-portals
The documentation for PrefabUtility.GetPrefabObject and the like are pre..., ,"Mar 27, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/the-documentation-for-prefabutility-dot-getprefabobject-and-the-like-are-pretty-vague
"Light probes don't work with additive levels, even when setting them exp...",Attached is a project to demonstrate that lightmap probes do not work on additively loaded scenes even with explicitly setting them ... ,"Mar 28, 2012",1,Fixed,https://issuetracker.unity3d.com/issues/light-probes-dont-work-with-additive-levels-even-when-setting-them-explicitly
Compiler crash when using named parameters,"To reproduce

1. User has made repro project. Simply open and console responds with error.

Note: The error occurs as well in 3.5.1 f2 ","Mar 28, 2012",0,Postponed,https://issuetracker.unity3d.com/issues/compiler-crash-when-using-named-parameters
Textures used in cubemaps do not auto update in cubemap after being modi...,"Steps to reproduce :

- create a cubemap
- add 6 image files to project
- drop those into slots in cubemap
- edit image files outsid... ","Mar 30, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/textures-used-in-cubemaps-do-not-auto-update-in-cubemap-after-being-modified-externally
"[Scripting, Graphics] Unwanted burst of particles when attached to movin...","To reproduce:

1. Open attached project and attach script 'move ship' to the spaceship gameobject
2. First play scene with the scrip... ","Mar 30, 2012",0,By Design,https://issuetracker.unity3d.com/issues/particle-system-bug-unwanted-burst-of-particles
Switching between forward & deferred shifts game view by 1 pixel on D3D9,"To reproduce

1. Create a scene with any kind of object that fills the viewport in one dimension (x)
2. shifting between forward and... ","Apr 02, 2012",0,Duplicate,https://issuetracker.unity3d.com/issues/switching-between-forward-and-deferred-shifts-game-view-by-1-pixel-on-d3d9
Some objects that are shown on NVIDIA cards are not on ATI cards., ,"Apr 11, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/some-objects-that-are-shown-on-nvidia-cards-are-not-on-ati-cards
Unity Crashes w/ Out of Memory exception compiling resources,"To reproduce:
1. Create a project with a lot of .ogv files, total of ±1.5gb
2. Build for standalone ","Apr 12, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/unity-crashes-w-slash-out-of-memory-exception-compiling-resources
Importing asset package onto usb stick without enough free space cause c...,"Steps to reproduce:
1. Download the attached package to a project on a usb drive which doesn't have enough free space
2. Receive an ... ","Apr 12, 2012",1,Won't Fix,https://issuetracker.unity3d.com/issues/importing-asset-package-onto-usb-stick-without-enough-free-space-cause-crash
GPU Profiler for Terga shows incorrect numbers,"Tested device:
ASUS Transformer Prime TF-201

Steps to reproduce:
1. Open AngryBots project
2. Check 'Autoconnect profiler' and 'Dev... ","Apr 13, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/gpu-profiler-for-terga-shows-incorrect-numbers
GUI.Window windows in an EditorWindow do not cause ScrollView areas to e...,"To reproduce

1. Open project attached user's latest mail
2. select TestObject
3. go to Tools -> WisdomTools -> Target Editor with B... ","Apr 13, 2012",0,By Design,https://issuetracker.unity3d.com/issues/gui-dot-window-windows-in-an-editorwindow-do-not-cause-scrollview-areas-to-expand-when-they-are-outside-the-viewable-area
Screen flickering when resizing content player window.,"Screen flickering when resizing content player window.

Repro Steps:

1. Unzip the attached file
2. Run /BlinkTest/html/test.html
3.... ","Apr 18, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/screen-flickering-when-resizing-content-player-window
Replacing collider fails if script requires component of type Collider,"1. Create a script called ExampleTrigger.cs and paste the following lines in it: 

[RequireComponent(typeof(Collider))]
public class... ","Apr 20, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/replacing-collider-fails-if-script-requires-component-of-type-collider
CollisionFlags.Below C# example fails to compile,"http://unity3d.com/support/documentation/ScriptReference/CollisionFlags.Below.html
 
C# example should be:

if ((controller.collisio... ","Apr 23, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/collisionflags-dot-below-example
Changing the layout makes the editor go white, ,"Apr 24, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/changing-the-layout-makes-the-editor-go-white
Scrubbing in the animation time line keeps adding triangles to the trail...,"To reproduce:
- Open attached project
- Launch scene ""trailtest""
- Open the Animation window
- Select ""trail_emitter"" in Hierarchy V... ","Apr 24, 2012",0,Postponed,https://issuetracker.unity3d.com/issues/scrubbing-in-the-animation-time-line-keeps-adding-triangles-to-the-trail-renderer
Calling SystemInfo.operatingSystem on an iOS build in a Mono thread caus..., ,"Apr 24, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/calling-systeminfo-dot-operatingsystem-on-an-ios-build-in-a-mono-thread-causes-memory-leak
The Joystick support is broken in 3.5.1f2, ,"Apr 27, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/the-joystick-support-is-broken-in-3-dot-5-1f2
Setting Application.targetFrameRate doesn't appear to work , ,"May 02, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/setting-application-dot-targetframerate-doesnt-appear-to-work
Only partial update of Asset Importers,"""Imported Object"" part of the Asset Importer is updated only partially after Asset reimport. For instance in the attached screenshot... ","May 03, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/only-partial-update-of-asset-importers
[API] add API for Lightmapping property of the Light component, ,"May 03, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/api-needed-for-the-lightmapping-property-of-the-light-component
Camera gizmo incorrect when custom projection/aspect/... is used,"CameraEditor assumes camera is ""regular"" - uses only FOV/near/far/... to display the gizmo. Which does not work once you override th... ","May 05, 2012",0,Duplicate,https://issuetracker.unity3d.com/issues/camera-gizmo-incorrect-when-custom-projection-slash-aspect-slash-dot-dot-dot-is-used
Importing package containing AngryBots scene breaks shaders,"- Open Angry Bots 
- Right click the AngryBots scene and export it as a package
- Create a new project and import the package

Resul... ","May 07, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/importing-package-containing-angrybots-scene-breaks-shaders
While importing FBX (attached to case) it takes 10secs , ,"May 07, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/while-importing-fbx-attached-to-case-it-takes-10secs
"When refresh web browser, the socket connection fails.","When refresh web browser, the socket connection is failed. 
It means that the socket connection succeeds when open sample project in... ","May 08, 2012",10,Won't Fix,https://issuetracker.unity3d.com/issues/when-refresh-web-browser-the-socket-connection-fails
"CompareApproximately (s, 0.0F) assert when WindZone is on a 90 degree ro...","To reproduce:
- Create a particle system
- Add a windzone component to the particle system
- Start simulating ","May 10, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/assert-fails-compareapproximately-s-0-dot-0f-when-adding-a-windzone-to-a-particle-system
Asserts in Animationview when game objects have identical names,"This should produce in console:
""SyncDrawOrder: m_DrawOrder.Count != m_AnimationCurves.Length 15!=1"" ","May 10, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/asserts-in-animationview-when-game-objects-have-identical-names
MAC: After returning from sleep unity stopped drawing main window,"To reproduce:
Try to leave mac for a night in sleep mode ","May 11, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/mac-after-returning-from-sleep-unity-stopped-drawing-main-window
Enter/Exit fullscreen has a flashing black screen effect.,"Enter/Exit fullscreen has a flashing black screen effect.


Repro Steps:

1. Install 4.0.0a1 WebPlayer full from above link
2. Launc... ","May 14, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/enter-slash-exit-fullscreen-has-a-flashing-black-screen-effect
[Prefab] Component move|paste shows prefab warning,"Could reproduce with the attached ""fbx_files.unitypackage""

To reproduce:
- Drag the attached ""fbx_files.unitypackage"" to the Projec... ","May 15, 2012",0,By Design,https://issuetracker.unity3d.com/issues/component-move-paste-shows-prefab-warning
AudioListener.pause not working,User has to make workarounds to make the AudioListener.pause work. Maybe this is by design OR it is something that should be explain... ,"May 17, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/audiolistener-dot-pause-not-working
UI Editor redraw crops visuals,Changing size of preview box crops part of the Inspector. It is easy to reproduce with an object (e.g. a Cube) that has a few compon... ,"May 18, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/ui-editor-redraw-crops-visuals
Editor crashes when it hits a line of code,"Steps to reproduce :

- open the project
- open the scene  Levels/AI_TestLevel
- select in Hierarchy: Node Generator
- press the ""Ge... ","May 19, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/editor-crashes-when-it-hits-a-line-of-code
External: Mac Firefox webplayer doesn't resize over its original size, ,"May 19, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/external-mac-firefox-webplayer-doesnt-resize-over-its-original-size
"AudioClips with ""stream from disk"" and AssetBundles doesnt work as expected","if you use AudioClips with ""stream from disk"" flag and load them from AssetBundle, Fmod allocates memory for full size wave.
some in... ","May 24, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/audioclips-with-stream-from-disk-and-assetbundles-doesnt-work-as-expected
[Unwrap] Highly tesselated mesh takes too much time in Unwrap,"Steps to reproduce :

- create a new project and import the assets attached
- select the landschaft.fbx and click Generate Lightmap ... ","May 27, 2012",1,Duplicate,https://issuetracker.unity3d.com/issues/editor-crashes-when-checking-generate-lightmap-uvs
UnityObject.js infinite loop in detecting installed Web Player when Chro...,Browser support detection for Unity through the UnityObject.js script has a flaw. If the user has a plugin that prevents the automat... ,"May 29, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/unityobject-dot-js-infinite-loop-in-detecting-installed-web-player-when-chrome-click-to-play-plugin-option-is-set
Add support for resource files larger than 2GB,"The current max size for a single game object is 2GB.
That limit could be removed or increased. ","Jun 01, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/resources-stop-loading-if-the-asset-footprint-becomes-large
"When you are trying rename gameobject, shift delete will delete it","- put gameobject to scene
- rightclick on it
- select rename
- press shift delete to cut selected text to clipboard
- object will be... ","Jun 04, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/when-you-are-trying-rename-gameobject-shift-delete-will-delete-it
"When playing mp3 file with AssetBundle in iOS, memory usage will increase","To reproduce:
1. Open project AudioStreamTest
2. Build and run for iOS
3. Check profiler for audio memory usage ","Jun 04, 2012",0,By Design,https://issuetracker.unity3d.com/issues/when-playing-mp3-file-with-assetbundle-in-ios-memory-usage-will-increase
iOS audio hardware decoding doesn't work,"To reproduce:
1. Open project updatetest
2. Build and run for iOS
3. Check profiler for software and hardware decoding performance ","Jun 04, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/ios-audio-hardware-decoding-doesnt-work
Improve error messages for import of Max assets,"http://www.gamasutra.com/view/news/40242/3ds_Max_and_Unity__The_good_and_the_bad_and_some_potential_solutions.php

When 3dsMax is no... ","Jun 05, 2012",0,Postponed,https://issuetracker.unity3d.com/issues/improve-error-messages-for-import-of-max-assets
Extending the length of a tree gives a 'Quaternion To Matrix conversion ...,"To reproduce

1. Open attached scene and load 'baumumbau' scene
2. select 'Tree A' and extend the length of the uppermost trunk (or ... ","Jun 06, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/extending-the-length-of-a-tree-gives-a-quaternion-to-matrix-conversion-failure
The UI becomes corrupted when running on a machine with 2 ATI graphics c...,"Steps to reproduce :

- open Unity on a machine running 2 ATI graphics cards but not in crossfire
- see the user's last reply about ... ","Jun 06, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/the-ui-becomes-corrupted-when-running-on-a-machine-with-2-ati-graphics-cards
Scripts appear corrupted in the editor but are fine in MonoDevelop, ,"Jun 07, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/scripts-appear-corrupted-in-the-editor-but-are-fine-in-monodevelop
Animation Importer - ESC while dragging start/end clip bound reverts val...,Pressing ESC key while dragging a start/end clip bound reverts the value to 0/start (respectively) - i would expect it to revert to ... ,"Jun 11, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/animation-importer-esc-while-dragging-start-slash-end-clip-bound-reverts-value-to-0-slash-start
Component is destroyed before deleting a CustomInspector,"Steps to reproduce :

- download the unity package from the link provided
- import the package
- create a new scene and add a cube
-... ","Jun 11, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/component-is-destroyed-before-deleting-a-custominspector
Add Component flashes top left of OSX display when toggled,"This seems to have been a Mac OS 10.7 specific issue, which is no longer supported by us. It cannot be reproduced on Mac 10.10 with ... ","Jun 12, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/add-component-flashes-top-left-of-osx-display-when-toggled
Editor crash with 'EightBitFilter' script attached to camera,"To reproduce:
- Create a new project
- Import the attached ""EightBitFilter"" script
- Attach the script to the Main Camera and observ... ","Jun 15, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/editor-crash-with-eightbitfilter-script-attached-to-camera
Prefab is not renamed properly,"Repro steps:
1. Open the attached project
2. In the project window click on the Enemy prefab and click again, to edit the name - not... ","Jun 18, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/prefab-is-not-renamed-properly
Custom Inspector looks wrong and is not entirely usable,"Steps to reproduce:
- open the attached project
- search for DemoAnimation
- select the DemoAnimation prefab

Result: The Custom Ins... ","Jun 20, 2012",0,Postponed,https://issuetracker.unity3d.com/issues/custom-inspector-looks-wrong-and-is-not-entirely-usable
Icons in the Add Component menu are partially cropped (Win Vista only), ,"Jun 28, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/icons-in-the-add-component-menu-are-partially-cropped-win-vista-only
Texture mipMapBias not working in Flash export (Cat),Run the attached project in-editor and press the up/down arrows to adjust the texture's mipMapBias. Now run the included built Flash... ,"Jun 28, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/texture-mipmapbias-not-working-in-flash-export-cat
Audio Channel mapping on 5.1 is incorrect when using compressed sounds,"When a native 5.1 audio clip is switched to compressed the audio channels are mapped incorrectly. 

To reproduce this open the attac... ","Jun 28, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/audio-channel-mapping-on-5-dot-1-is-incorrect-when-using-compressed-sounds
Editor Layout changes when dragging file from Desktop into Unity, ,"Jun 28, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/editor-layout-changes-when-dragging-file-from-desktop-into-unity
16bit textures broken (channels swizzled) in asset bundles in 3.5,"The bug:
Loading a big texture from an asset bundle corrupts it.

Repro steps:
1. Open the attached project in Unity 3.5 (that's the... ","Jun 29, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/16bit-textures-broken-channels-swizzled-in-asset-bundles-in-3-dot-5
Find References in Scene does not work with multi selection ,"In Angry Bots Project for example filter Prefabs, select barrelLarge and barrelSmall from the Project Browser Preview, right click a... ","Jun 30, 2012",0,Active,https://issuetracker.unity3d.com/issues/find-references-in-scene-does-not-work-with-multi-selection
The project wizard in Unity 4 always opens near the lower lef corner of ...,"Steps to reproduce :

- open Unity and notice the project wizard screen appears on the left side of the screen instead of the middle... ","Jul 01, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/the-project-wizard-in-unity-4-always-opens-near-the-lower-lef-corner-of-the-screen
Asset Store item previews reset after downloading and importing package,"- Select All Meshes in the Favorites section of the Project Browser
- In the Free Asset preview section, click ""More"" a few times
- ... ","Jul 02, 2012",0,Postponed,https://issuetracker.unity3d.com/issues/asset-store-item-previews-reset-after-downloading-and-importing-package
Check for overlapping triangles in the unwrap when importing the mesh,Since the lightmapper can give quite unexpected results when the triangles in the unwrap are overlapping or are outside of the [0;1]... ,"Jul 03, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/check-for-overlapping-triangles-in-the-unwrap-when-importing-the-mesh
Values are reseted when entering playmode,"Steps to reproduce :

- open the test scene
- click on Cube_prefab and editor BUG
- change HP value
- press play and notice that the... ","Jul 03, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/values-are-reseted-when-entering-playmode
CheckConsistency: Transform child can't be loaded' When switching betwee...,"Steps to reproduce :

- open the project 
- open the scene TestDontSave
- press play and notice the errors in the console ","Jul 03, 2012",1,Not Reproducible,https://issuetracker.unity3d.com/issues/checkconsistency-transform-child-cant-be-loaded-when-switching-between-editor-and-play-mode
"Deprecated animation system playback, gives asserts in some cases","After the object finishes with the first half of its animation, the pasted assert appears in the editor. This only occurs when the a... ","Jul 04, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/deprecated-animation-system-playback-gives-asserts-in-some-cases
WindowLayouts invalid when moving a tab to the bottom part of Editor UI,"Repro:
- reset layouts to one of predefined schemes (any)
- move one of the tabs to the very bottom of the screen (it should occupy ... ","Jul 05, 2012",4,Not Reproducible,https://issuetracker.unity3d.com/issues/windowlayouts-invalid-when-moving-a-tab-to-the-bottom-part-of-editor-ui
[Android] Shaders that sample the frame work incorrectly,"Shaders that sample the frame (for example, Glow and Vignetting image effects or the Glass shader) appear to be sampling the wrong p... ","Jul 06, 2012",0,Postponed,https://issuetracker.unity3d.com/issues/shaders-that-sample-the-frame-work-incorrectly
Crash caused by changing audio clips, ,"Jul 07, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/crash-caused-by-changing-audio-clips
(iOS) Wrong fallback font is used for Japanese text, ,"Jul 13, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/ios-wrong-fallback-font-is-used-for-japanese-text
Disabled resolution dialog doesn't affect fullscreen option (cmd-F),"To reproduce:
1. Disable resolution dialog in player settings
2. Run on mac
3. cmd-F enables to go to fullscreen ","Jul 16, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/disabled-resolution-dialog-doesnt-affect-fullscreen-option-cmd-f
Misleading/unclear error in custom Editor scripts,"I wanted ""Double\size"" as an option in a GUI.IntPopup call (see attached EditorGUIIntPopup.js script). Unity reports the following e... ","Jul 20, 2012",0,By Design,https://issuetracker.unity3d.com/issues/misleading-slash-unclear-error-in-custom-editor-scripts
"""Development build"" option causes stuttering performance jumps on iOS 5.1","To reproduce:
1. Open project
2. Build and run for iOS 5.1 with development build enabled
3. Change appcontroller
4. Notice stutteri... ","Jul 20, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/development-build-option-causes-stuttering-performance-jumps-on-ios-5-dot-1
Flash build errors on inlined Hashtable,"To reproduce

1. In the attached project, attach the only present script to main camera and save scene
2. build for flash

Error: De... ","Jul 20, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/flash-build-errors-on-inlined-hashtable
Avatar Editor - Implement undo/redo functionality for bone mapping ,"Undo/redo doesn’t seem to work correctly for bone assignment in avatar mapping.
Works when mapping through the list of bones, but fa... ","Jul 20, 2012",0,Duplicate,https://issuetracker.unity3d.com/issues/avatar-editor-implement-undo-slash-redo-functionality-for-bone-mapping
Asset Importers - Make undo work for non-native importer inspectors ,"Undo doesn’t work with non-native asset importers. This has likely been filed as a bug before, but the problem has higher priority w... ","Jul 20, 2012",0,Postponed,https://issuetracker.unity3d.com/issues/asset-importers-make-undo-work-for-non-native-importer-inspectors
AudioSource.Play(offsetInSamples) with best latency audio settings on iO...,"By design:
This is expected. The playback time is always relative to the next frame start as this is where all sources played within... ","Jul 21, 2012",0,By Design,https://issuetracker.unity3d.com/issues/audiosource-dot-play-offsetinsamples-with-best-latency-audio-settings-on-ios-is-not-always-accurate
Audio files in movie files are corrupted,"To reproduce:
1. Create new project
2. Import any movie file (attached .mov and .mp4, which I tried)
3. Try to preview audio file ","Jul 22, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/audio-files-in-movie-files-are-corrupted
Moving particle system will shoot of particles in odd directions,"To reproduce

Move the particle system, in the attached project, around and it will emit few particles in different direction than t... ","Jul 23, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/moving-particle-system-will-shoot-of-particles-in-odd-directions
Dynamic fonts overload not handled properly in editor,"To reproduce:
1. Open project TextTest
2. Run test scene in editor ","Jul 23, 2012",1,Fix in review,https://issuetracker.unity3d.com/issues/dynamic-fonts-overload-not-handled-properly-in-editor
Can't exclude font data from the output,"To reproduce:
1. Open project font-incl-test
2. Open the import settings of the font
3. Uncheck ""Incl. Font Data""
4. Press apply ","Jul 24, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/cant-exclude-font-data-from-the-output
Clamp is broken/cropped on Particle System curve editor in Inspector deb...,"- Create a Shuriken Particle system
- Switch the Inspector to Debug mode
- Go to Size By Speed Module/Curve and click on one of the ... ","Jul 24, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/clamp-is-broken-slash-cropped-on-particle-system-curve-editor-in-inspector-debug-mode
Asset Preview window is missing from Inspector in Debug mode,To reproduce this import/select an asset into a project (I used the attached .wav file). With the asset selected Compare the Inspect... ,"Jul 24, 2012",0,By Design,https://issuetracker.unity3d.com/issues/asset-preview-window-is-missing-from-inspector-in-debug-mode
Invalid characters should not be allowed in Layouts name,"Try saving a layout with a name like ""?layout"". The result is the following ugly error and the layout is not saved:

""File Library/U... ","Jul 24, 2012",1,Postponed,https://issuetracker.unity3d.com/issues/invalid-characters-should-not-be-allowed-in-layouts-name
"""ArgumentException: Invalid path"" error when creating and deleting folde...","Steps:
- Create a new project
- Add two project windows to the UI, one window with one-col layout, and one window with two-col layou... ","Jul 24, 2012",0,Not Reproducible,https://issuetracker.unity3d.com/issues/argumentexception-invalid-path-error-when-creating-and-deleting-folders-in-one-and-two-column-projectbrowsers
The multi selection of cameras produces incorrect previews,"The multi selection of cameras produces incorrect previews

1. If one camera is selected, the size of its preview matches it's propo... ","Jul 24, 2012",0,Duplicate,https://issuetracker.unity3d.com/issues/the-multi-selection-of-cameras-produces-incorrect-previews
Camera's skybox is not rendered in the Camera Preview,"1. Open the skybox scene in the attached project
2. Select the camera
3. See that the skybox is visible only in the Game view not in... ","Jul 24, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/cameras-skybox-is-not-rendered-in-the-camera-preview
Unity panels can get stuck under the Windows-7 task bar with 2 monitors,"To reproduce

1. two monitors setup
2. Open the Unity editor full screen in the secondary monitor.
3. In your primary monitor, dock ... ","Jul 24, 2012",1,Won't Fix,https://issuetracker.unity3d.com/issues/unity-panels-can-get-stuck-under-the-windows-7-task-bar-with-2-monitors
Saving Layout should ask for confirmation when layout name duplicates an...,Save your current Unity layout with any name. Change something in the layout. Choose to save it again. Last used name for the layout... ,"Jul 24, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/saving-layout-should-ask-for-confirmation-when-layout-name-duplicates-an-existing-one
Weird looking white line in Profiler window,Open the Profiler window. Notice white line (as indicated in the attached window). This is the same line that is displayed when user... ,"Jul 25, 2012",0,Fix in review,https://issuetracker.unity3d.com/issues/weird-looking-white-line-in-profiler-window
Default Preview Size for OneColumn should be list,"Entering a keyword in Search Field changes the zoom settings in One Column Project Browser

To reproduce:
- Open the AngryBots demo ... ","Jul 25, 2012",0,Won't Fix,https://issuetracker.unity3d.com/issues/default-preview-size-for-onecolumn-should-be-list
Newly created label tags not updated in Project Browser,"To reproduce:
- Open AngryBots demo
- Create a new label for an asset in Preview
- Go to Project Browser and click on the Label Icon... ","Jul 25, 2012",0,Fixed,https://issuetracker.unity3d.com/issues/newly-created-label-tags-not-updated-in-project-browser
